HLA_allele,KIR_allele,Pearson_r,p_value,p_value_PC_adjusted,bootstrap_CI_lower,bootstrap_CI_upper,bootstrap_sign_stability,bootstrap_pval,corr_tag,empirical_p_value,p_value_corrected,permutation_p_value,split_sample_replication_rate
HLA-P*02,IGLV6-57*01,-0.6264288157458551,0.0006176354703772353,0.04550684321586594,-0.806555100135269,-0.3376717670025651,0.998,0.002,HLA_vs_IG,0.0481,0.0025823044904343456,0.033820138355111454,0.8205128205128205
MICB*052,IGLV2-18*02,-0.6255832747183641,0.0006313922714660597,0.04387619062680523,-0.8241602537382873,-0.3056812822444929,0.999,0.001,HLA_vs_IG,0.0482,0.002614917048807549,0.034588777863182166,0.5769230769230769
HLA-DMA*01,IGLV4-69*01,0.6244528560300172,0.0006501995610824207,0.015218304933331164,0.24899386275963192,0.8492472402104072,1.0,0.0,HLA_vs_IG,0.0486,0.0026676411898615203,0.034588777863182166,0.7777777777777778
HLA-DMA*01,IGKV6D-21*02,0.6237352479495618,0.0006623896946802985,0.016922465554777742,0.3272167104095387,0.819132186506473,1.0,0.0,HLA_vs_IG,0.0491,0.0026924914441171393,0.034588777863182166,0.2857142857142857
HLA-P*01,IGHV4-61*01,-0.6227129727205629,0.0006800979739295108,0.026722014878525456,-0.8017593352370977,-0.429224022122525,1.0,0.0,HLA_vs_IG,0.0499,0.0027298477740378855,0.035357417371252885,
HLA-DOB*01,TRBV28*01,0.8771654389527752,4.104194862281056e-09,6.961081986546191e-06,0.6253989198421441,0.9500283508334204,1.0,0.0,HLA_vs_TCR,0.0001,3.546024361010833e-06,0.0,0.0
HLA-DPB2*01,TRBJ1-6*01,0.8585820173552619,2.013666065215646e-08,0.036544124169276354,0.7483996274614497,0.9350282349009278,1.0,0.0,HLA_vs_TCR,0.0006,5.799358267821061e-06,0.0,1.0
HLA-DOB*01,TRAV12-3*01,0.8588187579802348,1.9761122105454967e-08,1.4064322211885424e-05,0.6536909026912849,0.9453360778340879,1.0,0.0,HLA_vs_TCR,0.0006,5.799358267821061e-06,0.0,0.4
HLA-DOB*01,TRBJ1-3*01,0.8491593428804717,4.1493620691364126e-08,0.00012049982781697878,0.514443260949076,0.9432416519281637,1.0,0.0,HLA_vs_TCR,0.0006,8.962622069334652e-06,0.0,0.8333333333333334
TAP2*02,TRBJ1-6*02,-0.8442833630459979,5.919294218047834e-08,0.03656887144241658,-0.907295277374085,-0.7800644879649327,1.0,0.0,HLA_vs_TCR,0.0007,1.0228540408786659e-05,0.0,1.0
HLA-DOB*01,TRBD1*01,0.834972513358296,1.129467758025714e-07,0.0003703075013957627,0.5580123164425257,0.9276543789917701,1.0,0.0,HLA_vs_TCR,0.0011,1.3940859184774527e-05,0.0,0.5714285714285714
TAP1*01,TRDJ3*01,0.83529002330402,1.1055816079322208e-07,2.10831779157108e-05,0.7088287755481285,0.943065828938216,1.0,0.0,HLA_vs_TCR,0.0011,1.3940859184774527e-05,0.0,0.0
HLA-DOB*01,TRBV29-1*01,0.828056789556913,1.7798316723051711e-07,0.000357541370896283,0.4017919121204277,0.9625315484945942,1.0,0.0,HLA_vs_TCR,0.0012,1.7086384054129643e-05,0.0004805382027871216,0.5714285714285714
HLA-DOB*01,TRAV12-1*01,0.8292719565939208,1.645543448716131e-07,2.961718652397896e-05,0.5279408689219499,0.9410887788462584,1.0,0.0,HLA_vs_TCR,0.0012,1.7086384054129643e-05,0.0,0.5
HLA-DMA*01,TRBV7-6*01,0.823910404644905,2.315693938498608e-07,3.4356828733488217e-06,0.6449710739250284,0.9504195594646031,1.0,0.0,HLA_vs_TCR,0.0014,1.7254048378989774e-05,0.0009610764055742432,
TAP2*02,TRBJ1-6*01,0.8233627221528589,2.396395608193024e-07,0.01690122349075146,0.7396400524443592,0.8940828021803597,1.0,0.0,HLA_vs_TCR,0.0014,1.7254048378989774e-05,0.0009610764055742432,1.0
HLA-DOB*01,TRBV27*01,0.8261259322607999,2.0136176836744438e-07,0.00012428832902171839,0.46609686162512115,0.9395249577780185,0.999,0.001,HLA_vs_TCR,0.0012,1.7254048378989774e-05,0.0004805382027871216,0.5
HLA-K*01,TRAV13-2*01,0.8202398079692401,2.9069362971737936e-07,2.980553039337881e-06,0.4633935176988144,0.9264137142863372,1.0,0.0,HLA_vs_TCR,0.0016,1.931994585198583e-05,0.0009610764055742432,0.5
HLA-DOB*01,TRBJ1-1*01,0.816875718255233,3.564672461567875e-07,0.000982232707453889,0.4475811028131581,0.9342042363941605,1.0,0.0,HLA_vs_TCR,0.0016,2.1999121477104604e-05,0.0009610764055742432,0.6
HLA-DOB*01,TRBJ2-1*01,0.8139847870334124,4.233764467541211e-07,0.0001963408372857958,0.3484566146138085,0.9330060240350596,1.0,0.0,HLA_vs_TCR,0.0016,2.4386483333037374e-05,0.0009610764055742432,0.7142857142857143
HLA-L*01,TRBV6-7*01,0.8104959929169633,5.190372369052863e-07,9.719691752469157e-05,0.6354697337097396,0.9400080033982896,1.0,0.0,HLA_vs_TCR,0.0017,2.6686397620028298e-05,0.0014416146083613647,0.8571428571428571
TAP2*01,TRBV7-2*01,0.8102956174614289,5.250795828014827e-07,0.0036691881237924397,0.6600703278128811,0.91518631391119,1.0,0.0,HLA_vs_TCR,0.0017,2.6686397620028298e-05,0.0014416146083613647,0.7934782608695652
TAP1*01,TRAJ48*01,0.8057414420899307,6.806358236518423e-07,6.556200146594245e-05,0.611481958788733,0.9236147483401913,1.0,0.0,HLA_vs_TCR,0.0021,3.267051953528843e-05,0.0014416146083613647,1.0
MICA*004,TRBV20-1*02,0.8002896359542322,9.205106475597603e-07,0.022691964512205204,0.6468444185690438,0.8999305324836427,1.0,0.0,HLA_vs_TCR,0.0021,3.370725362303289e-05,0.0019221528111484864,
HLA-DOB*01,TRAV5*01,0.8012929690033173,8.71363817454524e-07,0.0020136306841588205,0.46290135283713923,0.9172838165699501,1.0,0.0,HLA_vs_TCR,0.0021,3.370725362303289e-05,0.0014416146083613647,0.25
HLA-J*01,TRBJ1-2*01,0.8006586492345323,9.02152995490669e-07,0.0006596807718674214,0.6894210227151407,0.9180486353988886,1.0,0.0,HLA_vs_TCR,0.0021,3.370725362303289e-05,0.0019221528111484864,0.8571428571428571
HLA-DMB*01,TRAJ43*01,0.801804549281157,8.472233708959859e-07,8.795840414809484e-06,0.6286279003290783,0.9049402413634831,1.0,0.0,HLA_vs_TCR,0.0021,3.370725362303289e-05,0.0014416146083613647,0.8333333333333334
HLA-K*01,TRAV12-1*01,0.8022555070699154,8.264435533359534e-07,2.7305614529966218e-05,0.417307274520461,0.9183226081619894,1.0,0.0,HLA_vs_TCR,0.0021,3.370725362303289e-05,0.0014416146083613647,0.0
HLA-F*01,TRAJ56*01,0.7999772504996957,9.363126006398024e-07,0.00024021055574419844,0.5467796338265046,0.9155706276976321,1.0,0.0,HLA_vs_TCR,0.0021,3.370725362303289e-05,0.0019221528111484864,0.375
HLA-DOB*01,TRBJ1-4*01,0.796538171615108,1.1270982273930646e-06,0.0046063512461635495,0.3784674726046612,0.9133920604771347,1.0,0.0,HLA_vs_TCR,0.0023,3.745434109490799e-05,0.0028832292167227293,0.4444444444444444
HLA-J*01,TRBJ1-1*01,0.7970113478997467,1.0989313681536508e-06,0.0005564288794224631,0.700808185125157,0.9143462073067036,1.0,0.0,HLA_vs_TCR,0.0023,3.745434109490799e-05,0.0028832292167227293,0.5
HLA-DMA*01,TRAV12-3*01,0.7908438063139569,1.5206883643349258e-06,1.1243992315463009e-05,0.5871763517906792,0.9148291621572848,1.0,0.0,HLA_vs_TCR,0.0028,3.753927847958217e-05,0.003363767419509851,0.5
HLA-DOB*01,TRBJ1-5*01,0.7940112363599511,1.2887851493632578e-06,0.0034353690714500197,0.3518314992370876,0.9249154461947611,1.0,0.0,HLA_vs_TCR,0.0025,3.753927847958217e-05,0.0028832292167227293,0.2857142857142857
HLA-DMA*01,TRGV1*01,0.7922466961529251,1.4137212500758682e-06,5.63356836035553e-05,0.5372792613508274,0.9267054927811362,1.0,0.0,HLA_vs_TCR,0.0027,3.753927847958217e-05,0.003363767419509851,0.625
HLA-DOB*01,TRAV13-2*01,0.7937538518690457,1.306368610715175e-06,0.00010154544767553,0.2828462236977595,0.932967073256816,0.995,0.005,HLA_vs_TCR,0.0026,3.753927847958217e-05,0.0028832292167227293,0.125
HLA-K*01,TRBV12-5*01,0.7936021314711337,1.3168340695695793e-06,0.00244558348816795,0.5033581070593706,0.9136253390782835,1.0,0.0,HLA_vs_TCR,0.0026,3.753927847958217e-05,0.0028832292167227293,0.125
TAP1*01,TRBV7-4*01,0.7925512810404827,1.3914091527039685e-06,0.0004941976202063119,0.5392713981463078,0.927712515765381,1.0,0.0,HLA_vs_TCR,0.0026,3.753927847958217e-05,0.0028832292167227293,0.8
TAP2*01,TRBJ1-6*01,-0.7909426018978511,1.5129245140636265e-06,0.022850470852225517,-0.8888832281505135,-0.6743416225965448,1.0,0.0,HLA_vs_TCR,0.0028,3.753927847958217e-05,0.003363767419509851,0.9425287356321839
TAP2*01,TRBV7-2*02,-0.7946324283480314,1.2472193012603903e-06,0.01337638983181472,-0.909827197588527,-0.6244161734188632,1.0,0.0,HLA_vs_TCR,0.0024,3.753927847958217e-05,0.0028832292167227293,0.6623376623376623
HLA-DOA*01,TRBV26*01,0.7917978790529842,1.4471840095331556e-06,0.00018815539516870482,0.5907435067399863,0.9239967530769201,1.0,0.0,HLA_vs_TCR,0.0027,3.753927847958217e-05,0.003363767419509851,0.3
HLA-DPB2*03,TRBV30*02,0.7891721183670075,1.6575902129729832e-06,0.03954870942458968,0.6413335156274284,0.8945848669052552,1.0,0.0,HLA_vs_TCR,0.0028,3.97821651113516e-05,0.003363767419509851,
HLA-DMA*01,TRAV16*01,0.7885143589035977,1.7144172219846597e-06,5.4824265374648545e-06,0.5801664130526492,0.9164726126007464,1.0,0.0,HLA_vs_TCR,0.003,4.003395891337151e-05,0.003363767419509851,0.6
HLA-DOB*01,TRDJ2*01,0.7876978831303263,1.7873826891628607e-06,0.0009250552585456268,0.46555432545412195,0.9192255741906963,1.0,0.0,HLA_vs_TCR,0.003,4.0639437985176625e-05,0.0038443056222969728,0.75
HLA-K*01,TRAJ57*01,0.7861641311770683,1.932014618813105e-06,0.0005690456895788815,0.4813707316039764,0.9147365492827666,1.0,0.0,HLA_vs_TCR,0.0031,4.173151576636307e-05,0.004324843825084094,0.2
HLA-K*01,TRBV7-6*01,0.7861861616463908,1.929865050098115e-06,1.28970848422444e-05,0.2640121087315272,0.9182173735046728,0.999,0.001,HLA_vs_TCR,0.0031,4.173151576636307e-05,0.004324843825084094,0.25
HLA-DOB*01,TRAJ58*01,0.7849102572955279,2.057952887191329e-06,0.001396024603057061,0.4254302136448839,0.9219396371252914,1.0,0.0,HLA_vs_TCR,0.0033,4.336759254959288e-05,0.004324843825084094,0.5
MICB*002,TRBJ2-7*02,0.7804312368778324,2.5701294074330018e-06,0.014572496677645612,0.4912257143163063,0.9083270080972958,1.0,0.0,HLA_vs_TCR,0.0042,5.2871233524336034e-05,0.004324843825084094,
HLA-J*01,TRBV6-1*01,0.7793047579229679,2.7156973273205387e-06,5.88101533028239e-05,0.6458258571762213,0.9005740855941062,1.0,0.0,HLA_vs_TCR,0.0042,5.385991118879758e-05,0.004805382027871216,0.25
HLA-K*01,TRAV12-3*01,0.7791005232630112,2.7428658475776544e-06,0.0001032694659267107,0.4636567520475147,0.9098475336450531,1.0,0.0,HLA_vs_TCR,0.0042,5.385991118879758e-05,0.004805382027871216,0.23076923076923078
HLA-L*01,TRAJ3*01,0.7781505863282372,2.872457549980672e-06,6.984411638434054e-05,0.5491830279553915,0.913985106241041,0.999,0.001,HLA_vs_TCR,0.0042,5.457370777373777e-05,0.005285920230658337,0.5714285714285714
HLA-DOB*01,TRBJ2-3*01,0.7774695633926894,2.9687086404695316e-06,0.00023264545218910936,0.3368798386356593,0.9217415054808928,0.997,0.003,HLA_vs_TCR,0.0043,5.457370777373777e-05,0.005766458433445459,0.5
HLA-DOB*01,TRBJ2-2P*01,0.7774695633926894,2.9687086404695316e-06,0.00023264545218910936,0.3956547025887317,0.9150300422481585,1.0,0.0,HLA_vs_TCR,0.0043,5.457370777373777e-05,0.005766458433445459,0.2222222222222222
HLA-F*01,TRDJ3*01,0.776122154569225,3.1676905977297014e-06,0.00047291057239110207,0.4343517218233598,0.9029460372080845,1.0,0.0,HLA_vs_TCR,0.0044,5.701843075913463e-05,0.005766458433445459,0.75
HLA-F*01,TRAV41*01,0.7728313046919406,3.704749128398411e-06,3.57407518110473e-05,0.48133254653188345,0.9132500879728085,1.0,0.0,HLA_vs_TCR,0.0046,6.24546439362652e-05,0.005766458433445459,0.6666666666666666
HLA-J*01,TRAJ22*01,0.7725239488741438,3.758844310978924e-06,0.001687847722827387,0.6426862497333853,0.8791840416224086,1.0,0.0,HLA_vs_TCR,0.0046,6.24546439362652e-05,0.005766458433445459,0.4
HLA-DOB*01,TRAJ60*01,0.7728682397765866,3.698295581611878e-06,0.0018603192347039952,0.42678737248529713,0.9185873662374283,1.0,0.0,HLA_vs_TCR,0.0046,6.24546439362652e-05,0.005766458433445459,0.4444444444444444
TAP1*01,TRDD3*01,0.7728464768286355,3.702096932483304e-06,0.0020682523023860945,0.47696260307740757,0.9273125337847369,1.0,0.0,HLA_vs_TCR,0.0046,6.24546439362652e-05,0.005766458433445459,0.3333333333333333
HLA-DOB*01,TRBV12-2*01,0.7694907542752578,4.3318250019335135e-06,0.0012494835320602533,0.3193829229034089,0.9257957790562115,1.0,0.0,HLA_vs_TCR,0.0053,6.987084470963352e-05,0.005766458433445459,0.4
HLA-DMA*01,TRAJ36*01,0.7693168350731527,4.366927794352095e-06,0.0001734191073579706,0.5487453663854924,0.8920028551880099,1.0,0.0,HLA_vs_TCR,0.0053,6.987084470963352e-05,0.005766458433445459,0.7142857142857143
HLA-K*01,TRBV12-1*01,0.7639944865966947,5.572018203402862e-06,0.000544841488273199,0.46287139889378504,0.9134189063280207,1.0,0.0,HLA_vs_TCR,0.0059,8.300385737482883e-05,0.005766458433445459,0.3333333333333333
TAP1*01,TRDV1*01,0.7646760533208051,5.402710667891273e-06,0.002687375366705294,0.49951177472400893,0.9239088957647223,1.0,0.0,HLA_vs_TCR,0.0059,8.300385737482883e-05,0.005766458433445459,0.5
TAP1*01,TRDJ4*01,0.7640466832644632,5.558886489984781e-06,0.0010647794645170668,0.5025529522298994,0.9001838823382858,1.0,0.0,HLA_vs_TCR,0.0059,8.300385737482883e-05,0.005766458433445459,0.16666666666666666
HLA-DOB*01,TRAJ59*01,0.764329333214993,5.488255979356544e-06,0.0028551823098934425,0.40232829745129156,0.9117603130648987,0.999,0.001,HLA_vs_TCR,0.0059,8.300385737482883e-05,0.005766458433445459,0.0
HLA-DOB*01,TRAV22*01,0.763309460400253,5.746944828918206e-06,0.0005770240336679288,0.3082313167616468,0.9146466950412128,1.0,0.0,HLA_vs_TCR,0.006,8.415864969805644e-05,0.005766458433445459,0.375
HLA-U*01,TRDD1*01,0.7625477892145303,5.947188033314549e-06,0.00010448333168850034,0.5040990847039889,0.8999423106524598,1.0,0.0,HLA_vs_TCR,0.0062,8.56395076797295e-05,0.006246996636232581,0.6666666666666666
HLA-J*01,TRBV7-1*01,0.7611049131599312,6.343675714681467e-06,0.00013998919852268517,0.5061265725589704,0.9219836314909237,1.0,0.0,HLA_vs_TCR,0.0066,8.689366654281895e-05,0.006246996636232581,0.5714285714285714
HLA-DOB*01,TRAJ1*01,0.7604363144045588,6.535273383866291e-06,0.005280836337413827,0.21085516695745574,0.941803436675238,0.998,0.002,HLA_vs_TCR,0.0066,8.689366654281895e-05,0.006246996636232581,0.3333333333333333
HLA-DPB2*01,TRBV30*02,-0.7614848230938791,6.237055525075316e-06,0.01994534347426838,-0.8866194217827481,-0.5820021907848697,1.0,0.0,HLA_vs_TCR,0.0065,8.689366654281895e-05,0.006246996636232581,
HLA-J*01,TRAJ17*01,0.7604298897278212,6.537139265374112e-06,2.3728024031530723e-06,0.59685038851446,0.8838166608322249,1.0,0.0,HLA_vs_TCR,0.0066,8.689366654281895e-05,0.006246996636232581,0.7
TAP1*01,TRGV5P*02,0.7615053264340543,6.2313471256831496e-06,0.000896405907328986,0.5347170956169114,0.9068479737040976,1.0,0.0,HLA_vs_TCR,0.0065,8.689366654281895e-05,0.006246996636232581,0.2857142857142857
HLA-K*01,TRAV5*01,0.759036301452301,6.953293168807033e-06,9.923408953311765e-05,0.24687621150117794,0.9073802790756481,0.998,0.002,HLA_vs_TCR,0.0067,9.088949079462315e-05,0.006246996636232581,0.0
HLA-DMB*01,TRAJ39*01,0.75872911974229,7.048143383379341e-06,7.350034578494466e-05,0.5707127512735758,0.9279190277519391,1.0,0.0,HLA_vs_TCR,0.0067,9.088949079462315e-05,0.006246996636232581,1.0
MICB*002,TRBV30*03,-0.7573507793200884,7.488112614559161e-06,0.024407356966784734,-0.896561100405615,-0.5602307233596916,1.0,0.0,HLA_vs_TCR,0.0069,9.514307792616345e-05,0.006246996636232581,
TAP2*02,TRBV7-2*01,-0.7565652740775565,7.749663622368071e-06,0.039253766395416924,-0.8804049196552663,-0.5835864182485608,1.0,0.0,HLA_vs_TCR,0.0069,9.609839735851592e-05,0.006246996636232581,0.9876543209876543
MICB*002,TRBV30*02,0.7564587611961887,7.785749785990874e-06,0.01450499251584254,0.42857069183878604,0.9114768765653724,1.0,0.0,HLA_vs_TCR,0.0069,9.609839735851592e-05,0.006246996636232581,
HLA-DOB*01,TRAJ57*01,0.7556702038365287,8.057607525918549e-06,0.0014165936354520448,0.3695670505288776,0.9188498919617728,1.0,0.0,HLA_vs_TCR,0.007,9.805313947033276e-05,0.006246996636232581,0.16666666666666666
HLA-L*01,TRAJ41*01,0.7550918964485572,8.262330363796291e-06,0.002775897081655102,0.6307789765248921,0.8927271247426808,1.0,0.0,HLA_vs_TCR,0.0073,9.91479643655555e-05,0.006246996636232581,0.4444444444444444
TAP1*01,TRAJ61*01,0.7541716740545196,8.597668592902599e-06,0.0018378743677953061,0.4282198704563936,0.8905105553486963,0.998,0.002,HLA_vs_TCR,0.0073,0.00010175870772969651,0.006246996636232581,0.2857142857142857
MICA*004,TRBV30*02,0.7530638941284975,9.017420281970337e-06,0.023292466376090212,0.5129929579294348,0.88239126492932,1.0,0.0,HLA_vs_TCR,0.0076,0.00010183558649961884,0.006246996636232581,
HLA-K*01,TRAV3*01,0.7517298702355759,9.547086234339267e-06,4.9550500534257134e-05,,,0.989,0.011,HLA_vs_TCR,0.0077,0.00010183558649961884,0.006246996636232581,0.5
HLA-K*01,TRAJ58*01,0.7527156731154722,9.153088864277699e-06,0.0002638813305786409,0.42352590536301776,0.8916104040323157,1.0,0.0,HLA_vs_TCR,0.0077,0.00010183558649961884,0.006246996636232581,0.14285714285714285
TAP1*01,TRAJ53*01,0.7517993258340956,9.51883973999353e-06,0.009515266038370666,0.3888589946925434,0.9080567195223231,0.998,0.002,HLA_vs_TCR,0.0077,0.00010183558649961884,0.006246996636232581,0.6
HLA-K*01,TRAJ55*01,0.7529332425173851,9.06811113551311e-06,0.0007128184897644857,0.42024383749684746,0.8959370000752129,1.0,0.0,HLA_vs_TCR,0.0077,0.00010183558649961884,0.006246996636232581,0.0
HLA-F*01,TRAJ44*01,0.751885806217078,9.483773688137158e-06,0.0015559188390614734,0.4424860247168743,0.8856030410045518,1.0,0.0,HLA_vs_TCR,0.0077,0.00010183558649961884,0.006246996636232581,0.2
HLA-DMB*01,TRAJ36*01,0.7519212226964775,9.469446292252291e-06,3.733462372391324e-05,0.5840998794539372,0.9167165015044542,1.0,0.0,HLA_vs_TCR,0.0077,0.00010183558649961884,0.006246996636232581,0.2
HLA-F*01,TRDV1*01,0.7518472486001289,9.499393771829812e-06,0.0002764864100950671,0.35726107353230535,0.8943017357222302,1.0,0.0,HLA_vs_TCR,0.0077,0.00010183558649961884,0.006246996636232581,0.3333333333333333
HLA-K*01,TRAJ54*01,0.7513668682916647,9.695932827609642e-06,0.004141745382556648,0.28841686328168087,0.9004300936720121,0.998,0.002,HLA_vs_TCR,0.0077,0.00010216202393969184,0.006246996636232581,0.0
HLA-DMB*01,TRAJ52*01,0.7486735236476951,1.086652600219836e-05,6.764665583556505e-05,0.4807854849138507,0.922536146326211,1.0,0.0,HLA_vs_TCR,0.0079,0.00011311660802288414,0.006246996636232581,0.6
HLA-DOB*01,TRBV7-6*01,0.7480660942677085,1.114731724041878e-05,0.00522295270831212,0.36188772136198244,0.9138148857823397,1.0,0.0,HLA_vs_TCR,0.0079,0.00011359787999009088,0.006246996636232581,0.25
HLA-DOB*01,TRDV1*01,0.7480054184673238,1.1175717360136256e-05,0.008671523639815448,0.3853492820897833,0.9071706824960594,1.0,0.0,HLA_vs_TCR,0.0079,0.00011359787999009088,0.006246996636232581,0.42857142857142855
TAP1*01,TRBV25-1*01,0.747680809197895,1.1328752939736605e-05,0.0030111307985157165,0.49922362210366195,0.8912259868396692,1.0,0.0,HLA_vs_TCR,0.0079,0.00011381444813874915,0.006727534839019702,0.6363636363636364
HLA-L*01,TRBV13*01,0.7460554426499028,1.212346268100684e-05,0.0012534830410060628,0.5009120438806313,0.8892868207803798,0.999,0.001,HLA_vs_TCR,0.008,0.00011903036086806716,0.008169149447381067,0.5
HLA-L*01,TRBV7-6*01,0.7461297541290056,1.2086073317647828e-05,0.0022748670057609545,0.5969542005820437,0.912950845793167,1.0,0.0,HLA_vs_TCR,0.008,0.00011903036086806716,0.008169149447381067,0.4
TAP1*01,TRAV40*01,0.7457179838220293,1.229455247729484e-05,6.463657549462154e-05,0.37931295484409505,0.9434784105312339,1.0,0.0,HLA_vs_TCR,0.0081,0.00011935385775710946,0.008169149447381067,0.75
HLA-K*01,TRDJ2*01,0.7450465992124811,1.2641349242832326e-05,0.0037337673826662505,0.3946402792138588,0.8894220103973236,1.0,0.0,HLA_vs_TCR,0.0083,0.00012135695273119032,0.008169149447381067,0.0
HLA-DOB*01,TRBJ2-4*01,0.7433180411881724,1.357464082870982e-05,0.00012321387937658352,0.30866429814533103,0.9062756486144631,1.0,0.0,HLA_vs_TCR,0.0086,0.00012888450193412402,0.008169149447381067,0.2857142857142857
HLA-DOB*01,TRAV19*01,0.7430443923820242,1.372788386909671e-05,0.0032870476707167005,0.2271681637530538,0.9040373535607744,0.996,0.004,HLA_vs_TCR,0.0086,0.00012892273546629953,0.008649687650168188,0.2
HLA-DOA*01,TRAJ61*01,0.7422222910883508,1.4197565853964183e-05,0.0010836222156766194,0.5067554390250751,0.9570551322384505,1.0,0.0,HLA_vs_TCR,0.0089,0.00013147080819745163,0.00913022585295531,0.5
HLA-K*01,TRBV6-5*01,0.7420401583499937,1.4303537002963488e-05,0.0010656488406847497,0.4160045075448332,0.9158064236889861,1.0,0.0,HLA_vs_TCR,0.0089,0.00013147080819745163,0.009610764055742432,0.3333333333333333
HLA-DOB*01,TRBJ1-2*01,0.7406927223602655,1.510964702259442e-05,0.01353451946329566,0.14346553849890603,0.9294197311978706,0.994,0.006,HLA_vs_TCR,0.0091,0.00013697361853742002,0.009610764055742432,0.16666666666666666
HLA-DOB*01,TRBJ2-5*01,0.7405144194875105,1.5219290948602223e-05,0.00011312651346876023,0.24852425791862584,0.9037574369786973,0.998,0.002,HLA_vs_TCR,0.0092,0.00013697361853742002,0.009610764055742432,0.5
HLA-K*01,TRAJ56*01,0.7388526261562351,1.6275736992734773e-05,0.006455836405408382,0.3959664059872709,0.88620349723053,1.0,0.0,HLA_vs_TCR,0.0093,0.00014062236761722843,0.009610764055742432,0.0
HLA-DOB*01,TRAJ34*01,0.7390881128297816,1.6122171922778987e-05,0.00322943882809208,0.39716242334575397,0.902612799767821,1.0,0.0,HLA_vs_TCR,0.0092,0.00014062236761722843,0.009610764055742432,1.0
TAP1*01,TRBV29-1*01,0.7392811256655956,1.5997267513783657e-05,0.01495206154982953,0.414913209779729,0.9326228736309066,1.0,0.0,HLA_vs_TCR,0.0092,0.00014062236761722843,0.009610764055742432,0.5
