HLA_allele,KIR_allele,Pearson_r,p_value,p_value_PC_adjusted,bootstrap_CI_lower,bootstrap_CI_upper,bootstrap_sign_stability,bootstrap_pval,corr_tag,empirical_p_value,p_value_corrected,permutation_p_value,split_sample_replication_rate
IGKV1D-43*01,TRAV12-3*01,0.7371960797321211,1.739328521371724e-05,0.04733362375572917,0.35798580216047987,0.9028727986587058,1.0,0.0,IG_vs_TCR,0.0093,0.00016119142378531195,0.015252152521525215,0.2857142857142857
IGKV1D-43*01,TRBV6-5*01,0.7369250561694913,1.7582479972573292e-05,0.0004302682218979186,0.28353693820573656,0.9107224236214971,0.997,0.003,IG_vs_TCR,0.0093,0.00016188366175931386,0.015498154981549815,0.5
IGHV4-31*03,TRAV9-2*01,0.7367928321868794,1.7675444754394787e-05,0.025071846582699165,0.4645902950119621,0.9019033220611432,1.0,0.0,IG_vs_TCR,0.0093,0.0001622595400462436,0.015498154981549815,0.8732394366197183
IGHV3-32*02,TRAJ33*01,0.7361975498104019,1.8099416143026716e-05,0.007426048572719248,0.44557922313325204,0.872087237641692,1.0,0.0,IG_vs_TCR,0.0095,0.00016421394471457474,0.015744157441574414,0.2
IGLV3-25*03,TRAJ4*01,0.7362043639940063,1.8094512236335952e-05,0.00025639116734913023,0.44348475356754674,0.8494207903555816,1.0,0.0,IG_vs_TCR,0.0095,0.00016421394471457474,0.015498154981549815,0.5714285714285714
IGKV1D-39*01,TRDJ1*01,0.736233232855658,1.8073749527049707e-05,0.00033470268020182063,0.44450873094460125,0.9166139165615,0.999,0.001,IG_vs_TCR,0.0095,0.00016421394471457474,0.015498154981549815,0.5
IGKV6D-21*02,TRAJ60*01,0.736300585795786,1.80253911213658e-05,0.001082704317348943,0.4541229444363988,0.9113301463989921,1.0,0.0,IG_vs_TCR,0.0095,0.00016421394471457474,0.015498154981549815,0.6666666666666666
IGKV2D-29*01,TRAV21*02,0.735958891597286,1.8271916622131735e-05,0.01790495656763172,0.5220825254890671,0.8852704986402937,1.0,0.0,IG_vs_TCR,0.0096,0.0001652971061862615,0.015744157441574414,0.9791666666666666
IGHV1-24*01,TRAJ38*01,0.7358184273107189,1.837412522774171e-05,3.1117303949575504e-05,0.3985488729527179,0.8919838927270126,1.0,0.0,IG_vs_TCR,0.0097,0.00016573993538762958,0.015744157441574414,0.0
IGLV5-52*01,TRBV7-4*01,0.7354999558646623,1.860774570459397e-05,0.0030163830201560475,0.152822480496638,0.8862315411642477,0.992,0.008,IG_vs_TCR,0.0097,0.00016664779789049068,0.015744157441574414,0.75
IGLJ4*01,TRAV12-1*01,0.7353900605024237,1.8688972192731763e-05,1.3175214730031368e-07,0.18789241953497193,0.9102245732469516,0.996,0.004,IG_vs_TCR,0.0097,0.00016664779789049068,0.015744157441574414,0.5555555555555556
IGKV6D-41*01,TRAJ40*01,0.7354008895186359,1.8680954210376974e-05,0.0016743572765777815,0.49239350204288956,0.8895743437372458,1.0,0.0,IG_vs_TCR,0.0097,0.00016664779789049068,0.015744157441574414,0.25
IGKV1D-39*01,TRBJ2-1*01,0.7355203956671674,1.8592672789679942e-05,0.00011014218195469491,0.6514038501805409,0.9416369987265686,1.0,0.0,IG_vs_TCR,0.0097,0.00016664779789049068,0.015744157441574414,0.375
IGKV2D-40*01,TRAJ44*01,0.7351956814388368,1.883341500501914e-05,1.2405000918915593e-05,,,0.996,0.004,IG_vs_TCR,0.0098,0.00016745596427319875,0.015744157441574414,0.42857142857142855
IGLV4-69*01,TRAJ34*01,0.7349578246246878,1.901151592035392e-05,0.002177078748999142,0.4077774417379044,0.9100338886185725,1.0,0.0,IG_vs_TCR,0.0098,0.00016855794172120054,0.015990159901599015,0.6
IGKV1D-17*01,TRBD1*01,0.7347739874679268,1.9150192598816284e-05,0.002198381239874516,0.46956291683829665,0.9054288742179457,1.0,0.0,IG_vs_TCR,0.0098,0.0001690737086093355,0.016236162361623615,0.5
IGHV3-32*02,TRAV12-1*01,0.734731247312955,1.918256198466458e-05,0.008798392637460994,0.5308776427741793,0.8925830107157784,1.0,0.0,IG_vs_TCR,0.0098,0.0001690737086093355,0.016236162361623615,0.0
IGLV3-27*01,TRBJ1-4*01,0.7346652014933196,1.9232677650290734e-05,0.029686575068985147,0.39759041768784587,0.8799252277950419,1.0,0.0,IG_vs_TCR,0.0098,0.0001690737086093355,0.016482164821648215,0.5
IGHV1-69D*01,TRBJ2-7*01,0.7343403888656198,1.948084381428812e-05,0.0024209224663147622,0.4906304942111033,0.8776936598040493,1.0,0.0,IG_vs_TCR,0.0099,0.00017077291816919613,0.016482164821648215,
IGLV1-50*01,TRAJ48*01,0.7340296743294146,1.972089842705353e-05,0.0007911026949311209,0.4211811955494639,0.8875756973683101,1.0,0.0,IG_vs_TCR,0.01,0.0001716394450942253,0.016482164821648215,0.3333333333333333
IGLV7-43*01,TRAV19*01,0.73409135010229,1.967304031036562e-05,0.0020552063525761818,0.2514446801229693,0.9021348741196443,1.0,0.0,IG_vs_TCR,0.01,0.0001716394450942253,0.016482164821648215,0.3333333333333333
IGLV5-52*01,TRBJ2-5*01,0.7339984655779398,1.9745154673435943e-05,0.0019315925771559112,0.04481585994003078,0.928365258333981,0.983,0.017,IG_vs_TCR,0.01,0.0001716394450942253,0.016482164821648215,0.3333333333333333
IGKV2D-40*01,TRAJ48*01,0.7338170582390666,1.9886674974283367e-05,1.3231744796381666e-05,,,0.997,0.003,IG_vs_TCR,0.01,0.00017238811286899677,0.016482164821648215,0.8
IGKV3D-20*01,TRAJ58*01,0.7334141274731069,2.0204241184731104e-05,0.000735134931244852,0.5473826475697362,0.8826719877610205,1.0,0.0,IG_vs_TCR,0.01,0.0001746544404635644,0.016482164821648215,0.25
IGLV4-69*01,TRAJ53*01,0.733280455667252,2.031058462002064e-05,0.004529209649016466,0.4680127201363106,0.901023908919379,1.0,0.0,IG_vs_TCR,0.01,0.00017508736658588433,0.016482164821648215,0.1
IGLV5-45*02,TRAV21*01,-0.7331830804014488,2.0388365022575407e-05,0.007156688802938006,-0.8745518941773724,-0.49227077995593604,1.0,0.0,IG_vs_TCR,0.01,0.00017527235345374218,0.016482164821648215,0.963855421686747
IGKV1-33*01,TRAJ2*01,0.732807616668679,2.0690758377742597e-05,0.002742357382800499,0.5312787122561081,0.8811466583520747,1.0,0.0,IG_vs_TCR,0.0101,0.00017689461558114,0.016728167281672816,0.4
IGLV1-50*01,TRAV39*01,0.7328289895363985,2.0673438575523683e-05,0.0034455214156283863,0.38077260580659955,0.9037467580288429,0.999,0.001,IG_vs_TCR,0.0101,0.00017689461558114,0.016728167281672816,0.6
IGLJ4*01,TRAV17*01,0.7323468257402125,2.1067316504721286e-05,0.0002802475583862394,0.47092538352335117,0.879031891718966,1.0,0.0,IG_vs_TCR,0.0101,0.00017962051770600726,0.016728167281672816,0.3333333333333333
IGKV1D-39*01,TRBD1*01,0.7319581748402296,2.138964341862749e-05,0.001005066060638455,0.6399651998198419,0.8565519095483136,1.0,0.0,IG_vs_TCR,0.0101,0.00018187041070701846,0.016728167281672816,0.625
IGLV3-19*01,TRAJ21*01,0.7314229999150194,2.1840659999454697e-05,0.005707834835767499,0.42821451239258035,0.8748170733427773,0.999,0.001,IG_vs_TCR,0.0101,0.0001851992749817521,0.017220172201722016,0.2857142857142857
IGHV1-69D*01,TRAJ37*01,-0.7311949971043846,2.2035361392541366e-05,0.004706786195632384,-0.8615902721774376,-0.48365901414758505,1.0,0.0,IG_vs_TCR,0.0101,0.00018634251264562155,0.017466174661746617,
IGHV6-1*01,TRAV27*01,0.7310779254015276,2.21359318985807e-05,0.00473702150439955,0.4209495669819493,0.9234451833025334,1.0,0.0,IG_vs_TCR,0.0101,0.0001866856912422307,0.017712177121771217,0.47058823529411764
IGHV3-16*02,TRAV21*01,-0.7306429742841648,2.251315860100377e-05,0.007046631069697792,-0.8675208534476814,-0.5075299159884076,1.0,0.0,IG_vs_TCR,0.0101,0.0001893539177468209,0.017712177121771217,0.8076923076923077
IGKV1D-39*01,TRAV5*01,0.7304644193697537,2.2669662762060516e-05,0.00032961518672628917,0.6094819926701956,0.8893841598838891,1.0,0.0,IG_vs_TCR,0.0102,0.00019015630866720304,0.017712177121771217,0.6666666666666666
IGKV1D-43*01,TRBV5-1*01,0.7300649422694204,2.3023311332073423e-05,0.0025721262687734576,0.2930570129202984,0.9080566185460426,1.0,0.0,IG_vs_TCR,0.0102,0.00019260361522960347,0.017712177121771217,0.0
IGHV1-3*01,TRBV7-3*01,0.7299211146042265,2.3151833647547362e-05,0.010750854783571424,0.43754761366329425,0.9014615407845441,1.0,0.0,IG_vs_TCR,0.0103,0.0001927102156015507,0.017712177121771217,0.7866666666666666
IGLV1-36*01,TRDJ2*01,0.7299121070822064,2.3159903803014125e-05,0.0025667481922747037,0.41906824744507365,0.8926378174135848,1.0,0.0,IG_vs_TCR,0.0103,0.0001927102156015507,0.017712177121771217,0.6
IGHV4-34*01,TRAJ40*01,0.7294094012803121,2.3614276254384532e-05,0.012839072540083561,0.47144969318827507,0.8765985594704283,1.0,0.0,IG_vs_TCR,0.0105,0.0001959670072097191,0.017958179581795818,0.0
IGLV4-69*01,TRBV27*01,0.7292932051944001,2.3720420305580958e-05,0.004394978349842565,0.3119589337910081,0.8939364460523209,1.0,0.0,IG_vs_TCR,0.0105,0.0001962918073513304,0.017958179581795818,0.0
IGKV6D-41*01,TRDV1*01,0.729228657820177,2.3779566636070554e-05,0.0004744020346982679,0.4024749572943629,0.8812998026763456,1.0,0.0,IG_vs_TCR,0.0105,0.0001962918073513304,0.017958179581795818,0.5714285714285714
IGLJ4*01,TRBV7-4*01,0.7287601766096445,2.421278755775706e-05,0.001214443920195869,0.328687102430744,0.8903301114570114,1.0,0.0,IG_vs_TCR,0.0106,0.00019933913989349198,0.017958179581795818,0.5
IGHV3-72*01,TRDJ4*01,0.7283263823755805,2.4620167583159133e-05,0.00025956055005196403,0.26766228972530837,0.8955697420872052,0.999,0.001,IG_vs_TCR,0.0107,0.00020215820981211405,0.017958179581795818,0.0
IGKV1D-43*01,TRAV12-1*01,0.7281855284650592,2.475374757983494e-05,0.0007707283418222331,0.3052303096839955,0.9133038447377818,1.0,0.0,IG_vs_TCR,0.0107,0.00020218809046836306,0.017958179581795818,0.5
IGLV7-43*01,TRDV1*01,0.7282474573153661,2.469493775869037e-05,0.028895721866865724,0.25794393195955556,0.8944706208954685,1.0,0.0,IG_vs_TCR,0.0107,0.00020218809046836306,0.017958179581795818,0.0
IGHV3-72*01,TRBV1*01,0.7278488715612629,2.5075629954761745e-05,4.4683926627227036e-05,0.34988007353339073,0.9312709643194466,0.999,0.001,IG_vs_TCR,0.0107,0.0002042810482178496,0.018204182041820418,0.7142857142857143
IGLJ6*01,TRAJ5*01,0.7276083644787144,2.5307852703074874e-05,0.0025220228524259506,0.3633447518422783,0.8823259857646175,1.0,0.0,IG_vs_TCR,0.0107,0.00020531816022020057,0.018204182041820418,0.5714285714285714
IGHV3-72*01,TRBJ1-1*01,0.7275804915166187,2.533488866470341e-05,0.010563346309983974,0.3879284150637438,0.9173095000665878,1.0,0.0,IG_vs_TCR,0.0107,0.00020531816022020057,0.018204182041820418,0.6666666666666666
IGKV1D-39*01,TRBV4-1*01,0.7271057538051723,2.579932554399937e-05,0.00026444626956783273,0.4730301013121411,0.891883733844256,1.0,0.0,IG_vs_TCR,0.0108,0.00020853896387772997,0.018204182041820418,1.0
IGHV3-72*01,TRAJ45*01,0.7269621648238066,2.594128000698832e-05,7.827125108679218e-05,0.2500810055069777,0.8825654633841594,0.998,0.002,IG_vs_TCR,0.0108,0.0002086027477564539,0.018204182041820418,0.6666666666666666
IGHV3-72*01,TRBV6-5*01,0.726993995695284,2.5909751791508755e-05,0.0008893291723468064,0.2223757158027062,0.8992450716012804,0.998,0.002,IG_vs_TCR,0.0108,0.0002086027477564539,0.018204182041820418,0.4444444444444444
IGHV3-32*02,TRAJ59*01,0.7268692824221266,2.603347406002416e-05,0.004493240440058668,0.45880490013308717,0.8745277390424335,1.0,0.0,IG_vs_TCR,0.0108,0.0002088045651412247,0.018204182041820418,0.25
IGHV3-33-2*01,TRAJ21*01,0.7267962839743237,2.6106135550182133e-05,0.016522343819391765,0.38439708978824544,0.8790069283765402,0.999,0.001,IG_vs_TCR,0.0109,0.00020884908440145706,0.018204182041820418,0.6666666666666666
IGKV1D-43*01,TRAV5*01,0.726406726715253,2.6496947379138234e-05,0.010981067222893107,0.32043959702651403,0.9143622984431992,1.0,0.0,IG_vs_TCR,0.011,0.00021143205190737998,0.018204182041820418,0.25
IGKV1D-43*01,TRAJ22*01,0.7261413043148849,2.676619091443904e-05,0.041376970696360205,0.5079727905383283,0.8525108537028887,1.0,0.0,IG_vs_TCR,0.011,0.0002130342356156887,0.018204182041820418,0.3
IGLV4-69*01,TRAV4*01,0.7260432497400837,2.6866269757940052e-05,0.0011836203663762365,0.3903901837059117,0.8723882939229568,0.999,0.001,IG_vs_TCR,0.0112,0.00021328528440487103,0.018204182041820418,0.5
IGKV3D-20*01,TRAJ57*01,0.7259127983412216,2.6999929107451216e-05,0.002673591295612694,0.5079831944921696,0.8889769320134961,1.0,0.0,IG_vs_TCR,0.0112,0.00021380096534958824,0.018204182041820418,0.5
IGLJ6*01,TRBV7-4*01,0.7258457835070804,2.7068821143636894e-05,0.010391143716363037,0.32350216380646507,0.8928787626689487,1.0,0.0,IG_vs_TCR,0.0112,0.00021380246547969038,0.018204182041820418,0.4
IGLJ4*01,TRAJ2*01,0.7257335849945277,2.7184511896018645e-05,0.00011869746660504396,0.2825317072719651,0.8809780341202589,0.999,0.001,IG_vs_TCR,0.0113,0.00021417266081116463,0.018204182041820418,0.8
IGLV4-69*01,TRAJ38*01,0.7255493265733214,2.737545793217677e-05,0.00015457711990950437,0.5627377849411653,0.869636849410157,1.0,0.0,IG_vs_TCR,0.0114,0.0002151323865781164,0.018204182041820418,0.3333333333333333
IGHV3-33-2*01,TRAJ59*01,0.7253986294766162,2.7532508539219917e-05,0.002835350368405861,0.5089697342848878,0.8699729923857447,1.0,0.0,IG_vs_TCR,0.0114,0.00021582157827217225,0.01845018450184502,0.0
IGLV1-50*01,TRGV5P*02,0.7252781172518031,2.7658676595833767e-05,0.0031487142501020336,0.28562298830255,0.9248321641857716,0.998,0.002,IG_vs_TCR,0.0114,0.0002162658330809917,0.01869618696186962,0.5
IGLV4-69*01,TRBV29-1*01,0.7247510552443481,2.821652533835493e-05,0.00523202320072147,0.3523143756944739,0.9191347474295095,1.0,0.0,IG_vs_TCR,0.0114,0.00021904361522521814,0.01869618696186962,0.8333333333333334
IGKV3-20*01,TRBJ1-2*01,0.7248416062486053,2.8119980526629837e-05,0.04901164206124524,0.4721212008631124,0.9085193164734013,1.0,0.0,IG_vs_TCR,0.0114,0.00021904361522521814,0.01869618696186962,0.0
IGKV3D-20*01,TRAV5*01,0.7247430326927374,2.8225093092966734e-05,0.0004973846110932274,0.5592953003568089,0.8508624483196069,1.0,0.0,IG_vs_TCR,0.0114,0.00021904361522521814,0.01869618696186962,0.25
IGHV4-34*01,TRBV29-1*01,0.7246411969144375,2.833405035167133e-05,0.00809535757667887,0.47536124241989036,0.8713326958470641,1.0,0.0,IG_vs_TCR,0.0114,0.00021934220073234123,0.01869618696186962,0.2
IGLV4-69*01,TRGV5P*02,0.7236919086954205,2.936782203659081e-05,0.0045398027152241316,0.5119259030999523,0.8785758117739639,1.0,0.0,IG_vs_TCR,0.0115,0.00022621946083631336,0.01918819188191882,0.4
IGHV3-72*01,TRAJ58*01,0.7237184189430769,2.933850431981647e-05,0.0015941133293234724,0.3050165848063969,0.9156315526896178,1.0,0.0,IG_vs_TCR,0.0115,0.00022621946083631336,0.01894218942189422,0.42857142857142855
IGHV3-72*01,TRAJ28*01,0.7234046160835235,2.968721069787759e-05,0.00023257943465360243,0.3033110608858464,0.925198128008,1.0,0.0,IG_vs_TCR,0.0116,0.00022811506096739523,0.01918819188191882,1.0
IGHV5-78*01,TRAJ25*01,0.723142226952887,2.9981602578123104e-05,0.0009964102604758805,,,0.998,0.002,IG_vs_TCR,0.0116,0.00022888613002555386,0.01918819188191882,0.25
IGKV2-29*02,TRAJ24*03,0.7232128333767569,2.9902130901993498e-05,0.049306294697506886,0.3999801442667872,0.8485320838504186,0.997,0.003,IG_vs_TCR,0.0116,0.00022888613002555386,0.01918819188191882,
IGKV3D-11*02,TRAV12-2*01,-0.7230479753020153,3.00879803682402e-05,0.015050809566115108,-0.8677831640830217,-0.5169201231673015,1.0,0.0,IG_vs_TCR,0.0116,0.00022888613002555386,0.01918819188191882,0.979381443298969
IGLJ6*01,TRDD3*01,0.722988476566438,3.015530633370086e-05,0.003544435362373701,0.33209535695434245,0.9166732893221705,1.0,0.0,IG_vs_TCR,0.0116,0.00022888613002555386,0.01918819188191882,1.0
IGHV3-29*01,TRAV9-2*02,-0.7230761474242753,3.005614867097988e-05,0.0028607920006415905,-0.8683853499705428,-0.4330020688672567,1.0,0.0,IG_vs_TCR,0.0116,0.00022888613002555386,0.01918819188191882,0.26666666666666666
IGKV1D-43*01,TRDJ4*01,0.722583082560574,3.061759993770788e-05,0.0016266009133888365,0.2614532303393068,0.8969038611995244,0.997,0.003,IG_vs_TCR,0.0118,0.00023028759343414145,0.01918819188191882,0.14285714285714285
IGKV1D-39*01,TRBV11-1*01,0.7225671069302166,3.063594591315378e-05,3.709284105590263e-06,0.3799970008571637,0.9191005492464093,1.0,0.0,IG_vs_TCR,0.0118,0.00023028759343414145,0.01918819188191882,0.0
IGKV3D-20*01,TRBJ2-4*01,0.7226529026813098,3.0537534756247675e-05,0.0002732899253306097,0.3867239362955652,0.8816659378101503,1.0,0.0,IG_vs_TCR,0.0118,0.00023028759343414145,0.01918819188191882,0.625
IGHV3-33-2*01,TRAJ20*01,0.7225818635075318,3.061899952119464e-05,0.0047439955370744006,0.29466470256502536,0.8767609433251176,0.997,0.003,IG_vs_TCR,0.0118,0.00023028759343414145,0.01918819188191882,0.3333333333333333
IGKV6D-21*02,TRAJ56*01,0.722221027616801,3.103577529959499e-05,5.860076775946016e-05,0.38398437897089144,0.9013934850226197,1.0,0.0,IG_vs_TCR,0.012,0.0002321714729142779,0.01918819188191882,0.16666666666666666
IGHV3-33-2*01,TRAV11*01,0.7222320010428556,3.102302686124229e-05,0.001363759826423601,0.5560308657337925,0.9183308816710302,1.0,0.0,IG_vs_TCR,0.012,0.0002321714729142779,0.01918819188191882,0.3333333333333333
IGHV5-78*01,TRAV8-1*01,0.7219081551218041,3.140121745209205e-05,0.0004100751284156764,0.4076922347545226,0.9018729025307454,0.999,0.001,IG_vs_TCR,0.0121,0.00023378131270552742,0.01918819188191882,0.0
IGLV7-43*01,TRBV18*01,0.7219338208379978,3.137109625475427e-05,0.007494630386216815,0.45099394818201116,0.8939460634572504,1.0,0.0,IG_vs_TCR,0.0121,0.00023378131270552742,0.01918819188191882,0.5
IGKV1D-39*01,TRAJ3*01,0.7218419214878747,3.1479067580393885e-05,0.0003688316708013931,0.4092254083843883,0.9241747276603528,1.0,0.0,IG_vs_TCR,0.0121,0.00023380157114602808,0.01918819188191882,0.6
IGKV1D-43*01,TRBJ2-1*01,0.7216960029196249,3.1651182678280874e-05,0.0007602255413829215,0.20797427948653383,0.9102008258555255,0.996,0.004,IG_vs_TCR,0.0121,0.00023452019165430972,0.01918819188191882,0.4
IGHV1-69D*05,TRBJ2-7*01,-0.7215592752579865,3.181321383225389e-05,0.013446927347311394,-0.8714450150709121,-0.47608654608898915,1.0,0.0,IG_vs_TCR,0.0121,0.0002348593536139653,0.01918819188191882,0.08823529411764706
IGLV7-43*01,TRDJ3*01,0.7214666794637788,3.192336329649978e-05,0.03473772903722837,0.243013963977592,0.89851255233082,0.999,0.001,IG_vs_TCR,0.0121,0.0002348593536139653,0.01918819188191882,0.3333333333333333
IGKV3D-20*01,TRAJ59*01,0.7214711871764288,3.191799322011819e-05,0.0011555956835315076,0.5394271217379207,0.8536537855018217,1.0,0.0,IG_vs_TCR,0.0121,0.0002348593536139653,0.01918819188191882,0.7142857142857143
IGHV3-72*01,TRBV6-1*01,0.7213712858455824,3.203719461115394e-05,0.0011747707847369526,0.41181437529404963,0.9008548563954285,1.0,0.0,IG_vs_TCR,0.0121,0.0002351409189384695,0.01918819188191882,0.2
IGKV3D-20*01,TRAJ60*01,0.7211271842737899,3.2330117153850515e-05,0.0028259999023655916,0.5540158084992526,0.8511202564729039,1.0,0.0,IG_vs_TCR,0.0122,0.00023544195060463708,0.01943419434194342,0.5
IGLV4-69*01,TRBV6-7*01,0.7209658804021704,3.252498333441555e-05,0.004031820967421675,0.4518194058418013,0.8902663348152966,1.0,0.0,IG_vs_TCR,0.0122,0.00023544195060463708,0.01968019680196802,0.3333333333333333
IGKV1D-39*01,TRBJ2-4*01,0.7209669278405525,3.2523714604028424e-05,0.0001585537675948592,0.6522299503611889,0.885886509072423,1.0,0.0,IG_vs_TCR,0.0122,0.00023544195060463708,0.01943419434194342,0.5
IGHV1-24*01,TRAJ22*01,0.7212723552536199,3.215562667331218e-05,0.0369215734332439,0.5600490215600624,0.8602550485089501,1.0,0.0,IG_vs_TCR,0.0121,0.00023544195060463708,0.01918819188191882,0.3
IGKV3D-15*03,TRAV9-2*02,0.7209876031128761,3.249868025538132e-05,0.01172357875782186,0.43281015722448424,0.8691855634039714,1.0,0.0,IG_vs_TCR,0.0122,0.00023544195060463708,0.01943419434194342,0.9047619047619048
IGKV2D-40*01,TRAJ6*01,0.7209599676204721,3.2532146131103454e-05,8.243622637957068e-05,,,0.994,0.006,IG_vs_TCR,0.0122,0.00023544195060463708,0.01968019680196802,0.6666666666666666
IGHV4-34*01,TRAJ20*01,0.7207774399745719,3.2753951097817e-05,0.005514144896467197,0.37349112244372124,0.9038528653322336,1.0,0.0,IG_vs_TCR,0.0122,0.00023649720607054876,0.01968019680196802,0.14285714285714285
IGKV1D-39*01,TRAJ4*01,0.7206868766451944,3.286449934217451e-05,7.427439175721006e-05,0.5512351700609879,0.8967135224727175,1.0,0.0,IG_vs_TCR,0.0122,0.00023657116364295206,0.01992619926199262,0.5714285714285714
IGHD5-5*01,TRDV2*01,-0.7206445890147823,3.29162319593182e-05,0.012408995415870865,-0.885862496762493,-0.4709964660099184,1.0,0.0,IG_vs_TCR,0.0122,0.00023657116364295206,0.01992619926199262,0.9166666666666666
IGHV3-32*02,TRDJ2*01,0.7205052461314209,3.3087208662732285e-05,0.011338315581565665,0.43741496459792,0.8713071403590519,1.0,0.0,IG_vs_TCR,0.0122,0.0002372520584295458,0.01992619926199262,0.2222222222222222
IGLV5-52*01,TRDD3*01,0.7201042713461352,3.358361582106753e-05,0.0009964766421013602,0.21906436818995353,0.8685007309885658,0.995,0.005,IG_vs_TCR,0.0123,0.0002402579596210624,0.01992619926199262,0.75
IGLV2-23*02,TRAV8-6*01,0.7199663235445354,3.375591579983752e-05,0.04496757047012187,0.4623711002750379,0.8857507524818682,1.0,0.0,IG_vs_TCR,0.0123,0.00024093672011260174,0.01992619926199262,0.8656716417910447
IGKV6D-41*01,TRBJ2-1*01,0.7197835294473391,3.398543718493961e-05,0.0011242397964558567,0.46123206906248104,0.8666858492929164,1.0,0.0,IG_vs_TCR,0.0123,0.0002420198638890894,0.01992619926199262,0.3333333333333333
IGLV4-69*01,TRAJ46*01,0.7194874391995696,3.436015346552381e-05,0.032714924223114714,0.4927907850255215,0.8742711411184652,1.0,0.0,IG_vs_TCR,0.0123,0.00024412967485093628,0.01992619926199262,0.5
IGLV4-69*01,TRAJ23*01,0.718944154713174,3.50572438068773e-05,3.387978432412678e-05,0.5894211797033317,0.8566152822152184,1.0,0.0,IG_vs_TCR,0.0124,0.0002482072328329309,0.01992619926199262,0.14285714285714285
IGKV2D-40*01,TRAJ27*01,0.7189161087267029,3.509356762419332e-05,5.171763696100016e-05,,,0.996,0.004,IG_vs_TCR,0.0124,0.0002482072328329309,0.01992619926199262,0.4
IGHV4-39*01,TRBV20-1*01,0.7188189176476718,3.521970316246107e-05,0.021639683064923212,0.48714069211662275,0.8615584175182025,1.0,0.0,IG_vs_TCR,0.0124,0.00024853450394915835,0.02017220172201722,0.9893617021276596
IGLV2-23*02,TRAV27*01,0.7184450448421446,3.570867421079668e-05,0.0005436602782067421,0.5023495155343671,0.8567414491985845,1.0,0.0,IG_vs_TCR,0.0126,0.0002508473908442421,0.02041820418204182,0.5370370370370371
IGKV2D-40*01,TRAJ19*01,0.7184975116776597,3.563969426400829e-05,7.039421926092261e-05,,,0.988,0.012,IG_vs_TCR,0.0125,0.0002508473908442421,0.02041820418204182,0.8571428571428571
IGLJ6*01,TRAV39*01,0.7180541204113644,3.622637332220961e-05,0.012823173775938895,0.43328250375194016,0.8792452455696842,1.0,0.0,IG_vs_TCR,0.0127,0.00025391097697909077,0.020664206642066422,0.3333333333333333
IGLV1-51*01,TRAJ24*02,-0.7177326378600529,3.665708490141832e-05,0.04382547183717225,-0.8586376627505448,-0.4771969262718525,1.0,0.0,IG_vs_TCR,0.0129,0.00025635246789486245,0.020664206642066422,0.4805194805194805
IGHV5-78*01,TRBJ2-3*01,0.7175655914783869,3.6882675120056705e-05,0.0007570014880954968,0.20480025403196156,0.8771104504597084,0.992,0.008,IG_vs_TCR,0.0129,0.0002567760290237505,0.020910209102091022,0.6666666666666666
IGHV5-78*01,TRBJ2-2P*01,0.7175655914783869,3.6882675120056705e-05,0.0007570014880954968,0.1316588326561772,0.8787592567225846,0.988,0.012,IG_vs_TCR,0.0129,0.0002567760290237505,0.020910209102091022,0.5
IGKV1D-8*01,TRBV30*03,0.7173941130515541,3.7115529761599314e-05,0.04259102303421877,0.49762926388717454,0.8647569427977061,1.0,0.0,IG_vs_TCR,0.0129,0.0002578203763796809,0.020910209102091022,
IGKV1D-39*01,TRBJ2-2*01,0.7172583931347505,3.7300749859622324e-05,0.0014077869062041836,0.6104240036415587,0.8746861567252026,1.0,0.0,IG_vs_TCR,0.0129,0.00025852991884887455,0.020910209102091022,0.14285714285714285
IGKV2-30*02,TRBV24-1*02,-0.7170058824254348,3.76475382236822e-05,0.03064744969247979,-0.8809410206992682,-0.5260844167362518,1.0,0.0,IG_vs_TCR,0.0129,0.00026035364211577554,0.020910209102091022,
IGLJ4*01,TRAJ56*01,0.7169036474944226,3.778875434684611e-05,0.00014117751127136103,0.1951382475152524,0.8935889818289029,0.996,0.004,IG_vs_TCR,0.0129,0.000260750783874468,0.020910209102091022,0.6666666666666666
IGHV4-28*01,TRAV27*01,0.7164754321763452,3.8385358649449304e-05,0.00995792026601685,0.4039639415400997,0.8945038403047606,1.0,0.0,IG_vs_TCR,0.0129,0.0002642814958342616,0.020910209102091022,0.38596491228070173
IGLV5-52*01,TRDJ2*01,0.7163618346138731,3.8545020934554306e-05,0.0011737711007908237,0.1905886447792324,0.8994244725815385,0.997,0.003,IG_vs_TCR,0.0129,0.00026479493410228033,0.020910209102091022,0.36363636363636365
IGHV3-72*01,TRAJ60*01,0.7160301571495263,3.9014569251347424e-05,0.0013164053094956991,0.3376773495235566,0.8766624213588139,1.0,0.0,IG_vs_TCR,0.0129,0.00026743026323831096,0.021156211562115623,0.5
IGLV1-36*01,TRAV11*01,0.7159095858988191,3.9186511200804696e-05,0.0006016091796450983,0.3541274485092657,0.895212536326429,1.0,0.0,IG_vs_TCR,0.0129,0.0002680185117734159,0.021402214022140223,0.5
IGHV3-16*02,TRAJ47*02,0.7156521168777029,3.955592729462926e-05,0.009072210681446485,0.5673490296659993,0.8447184565203767,1.0,0.0,IG_vs_TCR,0.0129,0.000269951854694926,0.021402214022140223,0.7790697674418605
