Allele_1,Allele_2,Family_1,Family_2,Stability_Score
IGLV1-47*02,TRDV2*02,IG,TCR,0.72
KIR2DL5A*025,TRAV10*01,KIR,TCR,0.72
CYP3A5*6,IGLJ2*01,CYP,IG,0.72
IGHD6-25*01,IGHD1-26*01,IG,IG,0.71
HLA-K*01,IGLV3-25*03,HLA,IG,0.71
IGHV3-33*06,IGHV2-70*20,IG,IG,0.71
HLA-DPB1*04,HLA-A*68,HLA,HLA,0.71
HLA-DQB1*03,IGHV1-69*14,HLA,IG,0.71
SLCO1B1*20,CYP3A4*20,CYP,CYP,0.71
HLA-C*01,IGLV3-21*03,HLA,IG,0.71
CYP2D6*141,IGLJ5*01,CYP,IG,0.71
MICA*008,IGKV1-27*01,HLA,IG,0.71
IGHV5-10-1*03,IGHD6-25*01,IG,IG,0.71
IGKV1D-16*01,IGKV1D-16*02,IG,IG,0.71
TRBV21-1*01,TRBV24-1*01,TCR,TCR,0.71
IGHV4-4*02,IGHV3-63*02,IG,IG,0.71
IGHV3-63*02,IGHV4-4*12,IG,IG,0.71
CYP2A6*28,IGHD2-2*02,CYP,IG,0.71
CYP2A6*54,SLCO1B1*19,CYP,CYP,0.71
IGKV2-29*01,IGHV3-71*04,IG,IG,0.71
HLA-B*07,IGKV3D-15*02,HLA,IG,0.7
SLCO1B1*19,IGHD3-10*03,CYP,IG,0.7
IGKV3-20*01,TRAV35*01,IG,TCR,0.7
IGLV3-22*03,TRAV8-2*03,IG,TCR,0.7
IGKV5-2*01,IGKV3-11*01,IG,IG,0.7
IGHV3-30*04,IGHV4-28*05,IG,IG,0.7
IGHV1-58*01,IGLV4-60*02,IG,IG,0.7
HLA-C*08,IGKV2-28*01,HLA,IG,0.7
KIR3DL1*002,NAT2*7,KIR,CYP,0.7
KIR3DL2*005,IGHV3-32*02,KIR,IG,0.7
KIR3DL2*001,KIR3DL1*001,KIR,KIR,0.7
IGHV3-19*01,IGHV3-23*03,IG,IG,0.7
KIR2DL4*005,IGLV5-37*03,KIR,IG,0.7
IGHV3-53*04,IGHV4-55*02,IG,IG,0.7
IGHV5-10-1*03,IGHV3-20*02,IG,IG,0.7
HLA-C*01,KIR3DL2*008,HLA,KIR,0.7
HLA-DPB2*01,SLCO1B1*45,HLA,CYP,0.7
IGHV4-34*01,TRBV5-3*02,IG,TCR,0.69
HLA-W*03,TRBV10-1*02,HLA,TCR,0.69
CYP2D6*4,IGHV3-13*05,CYP,IG,0.69
HLA-DRB1*07,KIR3DL2*010,HLA,KIR,0.69
HLA-T*01,IGHV4-31*13,HLA,IG,0.69
CYP2A6*24,TRBV10-1*01,CYP,TCR,0.69
HLA-DPB1*05,IGLV2-14*04,HLA,IG,0.69
IGHJ5*02,IGLV1-41*01,IG,IG,0.69
IGHD4-17*01,IGHD6-19*01,IG,IG,0.69
IGHD4-17*01,IGHD5-18*01,IG,IG,0.69
IGHV3-38*03,IGHJ4*03,IG,IG,0.69
IGHV3-30*04,TRAV8-3*02,IG,TCR,0.69
KIR2DL4*042,CYP3A5*3,KIR,CYP,0.69
CYP2A6*54,IGHD3-10*03,CYP,IG,0.69
HLA-B*58,IGLV2-23*02,HLA,IG,0.69
TRBV21-1*02,TRBV24-1*01,TCR,TCR,0.69
KIR2DL1*003,IGHV3-23*03,KIR,IG,0.69
HLA-B*15,IGKV2-29*03,HLA,IG,0.69
IGLJ2*01,TRAJ37*01,IG,TCR,0.69
HLA-DPB1*02,HLA-C*08,HLA,HLA,0.69
IGHV3-33*01,IGHD2-8*02,IG,IG,0.69
IGHV3-21*01,TRBJ2-7*02,IG,TCR,0.69
KIR2DP1*031,KIR3DL3*010,KIR,KIR,0.69
CYP2C9*2,IGLV7-46*01,CYP,IG,0.69
KIR2DL2*003,IGHD2-15*01,KIR,IG,0.69
CYP2C19*17,IGKV2-18*01,CYP,IG,0.68
TRBV5-3*01,TRBV6-4*02,TCR,TCR,0.68
KIR3DL3*003,IGKV1D-16*01,KIR,IG,0.68
CYP4F2*1,IGKV1D-16*01,CYP,IG,0.68
IGHV3-13*03,IGHV4-55*02,IG,IG,0.68
IGHV4-59*01,IGLV10-54*05,IG,IG,0.68
MICA*008,KIR2DL4*001,HLA,KIR,0.68
SLCO1B1*19,TRGV2*03,CYP,TCR,0.68
IGHV2-26*01,IGHV3-54*02,IG,IG,0.68
IGHV3-7*01,IGHV4-31*13,IG,IG,0.68
KIR2DS1*002,IGHV3-71*02,KIR,IG,0.68
TRBV7-3*03,TRBV5-3*02,TCR,TCR,0.68
MICA*009,IGHV3-74*01,HLA,IG,0.68
KIR3DL3*027,IGHV3-33*01,KIR,IG,0.68
IGKV1D-8*03,IGHV3-71*02,IG,IG,0.68
IGHV3-48*04,IGHV3-30*02,IG,IG,0.68
KIR2DL4*045,IGLV1-41*02,KIR,IG,0.68
IGKV2D-26*03,IGHV3-25*05,IG,IG,0.68
HLA-DPB1*01,IGHV2-5*01,HLA,IG,0.68
HLA-A*01,IGKV1-37*01,HLA,IG,0.68
HLA-W*03,IGHJ6*03,HLA,IG,0.68
IGHV4-4*12,IGHV3-20*04,IG,IG,0.68
KIR3DL2*137,IGLV11-55*02,KIR,IG,0.68
IGHV3-13*06,TRAV9-2*03,IG,TCR,0.68
KIR3DL2*137,IGHV3-66*04,KIR,IG,0.68
HLA-A*03,HLA-P*02,HLA,HLA,0.68
HLA-A*02,SLCO1B1*45,HLA,CYP,0.68
HLA-DRB1*14,KIR3DL1*005,HLA,KIR,0.68
NAT2*39,TRGJP*01,CYP,TCR,0.68
KIR2DL4*005,IGLV3-21*04,KIR,IG,0.68
KIR3DL1*002,KIR3DP1*002,KIR,KIR,0.68
IGHV4-4*02,IGHV3-63*03,IG,IG,0.68
TRBV6-4*02,TRBV9*02,TCR,TCR,0.68
IGKV1-9*03,IGKV1-17*03,IG,IG,0.68
HLA-A*11,KIR2DL4*011,HLA,KIR,0.68
IGKV1-33*01,IGLV3-31*01,IG,IG,0.68
HLA-DPB2*03,IGHV3-20*01,HLA,IG,0.67
HLA-DPB1*02,KIR3DL2*126,HLA,KIR,0.67
CYP2B6*5,TRGV2*03,CYP,TCR,0.67
KIR2DP1*031,KIR2DL4*001,KIR,KIR,0.67
IGHV3-23*04,IGHV4-28*06,IG,IG,0.67
HLA-A*01,HLA-DRB1*01,HLA,HLA,0.67
IGHV3-13*01,IGHD6-25*01,IG,IG,0.67
MICA*001,HLA-B*35,HLA,HLA,0.67
HLA-DPB1*13,IGHV3-32*02,HLA,IG,0.67
IGLV5-37*02,IGHV4-59*11,IG,IG,0.67
HLA-DRB3*02,CYP2C9*3,HLA,CYP,0.67
IGKV1-12*02,IGHV1-69*05,IG,IG,0.67
CYP2C19*38,IGHV3-30*03,CYP,IG,0.67
CYP2C9*11,IGLJ2*01,CYP,IG,0.67
IGHV2-70*01,IGLV2-5*01,IG,IG,0.67
IGHV3-15*09,TRBV6-6*03,IG,TCR,0.67
MICA*010,TRDV2*02,HLA,TCR,0.67
HLA-A*24,MICA*010,HLA,HLA,0.67
IGHV3-62*03,IGKV4-1*02,IG,IG,0.67
CYP2C9*2,TRBV24-1*01,CYP,TCR,0.67
KIR2DS1*002,TRGV9*02,KIR,TCR,0.67
IGHV3-7*01,IGKV2-24*01,IG,IG,0.67
IGHV3-11*06,IGKV2D-28*01,IG,IG,0.67
HLA-A*24,HLA-A*11,HLA,HLA,0.67
IGLV2-14*01,IGLV3-13*01,IG,IG,0.67
IGHV3-32*01,TRBV10-1*01,IG,TCR,0.67
KIR3DL3*003,IGKV1D-16*02,KIR,IG,0.67
KIR3DL3*008,NAT2*6,KIR,CYP,0.67
IGKV1-33*01,IGLV3-21*02,IG,IG,0.67
KIR2DS4*003,TRAV1-2*03,KIR,TCR,0.67
KIR2DL4*042,IGHV3-30*18,KIR,IG,0.67
CYP2C9*1,IGHV3-53*06,CYP,IG,0.66
NAT2*5,IGHV4-28*02,CYP,IG,0.66
HLA-DRB1*08,IGKV5-2*02,HLA,IG,0.66
HLA-DRB1*08,IGHD1-20*01,HLA,IG,0.66
HLA-DRB3*01,IGHV3-20*04,HLA,IG,0.66
IGHV1-2*02,IGHV1-3*02,IG,IG,0.66
HLA-H*02,HLA-H*01,HLA,HLA,0.66
HLA-C*06,KIR2DP1*031,HLA,KIR,0.66
HLA-C*12,IGKV7-3*01,HLA,IG,0.66
IGKV3-7*05,IGKV1-8*02,IG,IG,0.66
IGLJ2*01,TRBV16*02,IG,TCR,0.66
IGHD3-10*01,IGKV1D-43*01,IG,IG,0.66
IGLV5-37*01,IGLV5-37*02,IG,IG,0.66
IGHD3-9*01,IGKV2D-30*01,IG,IG,0.66
IGLV4-60*03,TRAJ16*01,IG,TCR,0.66
KIR2DP1*009,IGHV2-70*20,KIR,IG,0.66
KIR2DL5A*025,TRAV10*02,KIR,TCR,0.66
TRBV6-4*01,TRBV5-3*02,TCR,TCR,0.66
KIR2DL3*001,IGLV4-3*01,KIR,IG,0.66
IGHV1-3*01,IGHV1-2*04,IG,IG,0.66
IGLJ3*02,IGLJ3*01,IG,IG,0.66
HLA-P*01,IGHV3-30*03,HLA,IG,0.66
IGHV8-51-1*02,TRBV15*01,IG,TCR,0.66
IGHV1-18*04,IGHV1-18*01,IG,IG,0.66
KIR2DP1*031,IGHV1-69*01,KIR,IG,0.66
NAT2*6,IGLJ3*02,CYP,IG,0.66
IGKV6D-21*02,IGLV3-21*03,IG,IG,0.66
KIR2DL5B*002,IGHV3-54*07,KIR,IG,0.66
KIR3DL3*008,IGLV1-41*01,KIR,IG,0.66
IGLV3-21*02,IGLV3-22*03,IG,IG,0.66
IGHV3-66*02,TRBV14*01,IG,TCR,0.66
IGHV3-16*02,TRBV30*04,IG,TCR,0.66
HLA-G*01,TRBV7-9*01,HLA,TCR,0.66
IGLV2-5*01,TRAV21*01,IG,TCR,0.66
IGHD2-2*02,IGHV3-20*01,IG,IG,0.65
HLA-C*02,CYP2D6*41,HLA,CYP,0.65
IGHV8-51-1*02,IGHV4-59*11,IG,IG,0.65
KIR2DS3*001,IGKV1D-13*01,KIR,IG,0.65
HLA-A*29,IGHV3-64D*06,HLA,IG,0.65
HLA-DRB5*01,KIR3DL2*008,HLA,KIR,0.65
IGHD1-1*01,IGHV2-70*05,IG,IG,0.65
IGHJ6*04,IGHV4-59*13,IG,IG,0.65
CYP2D6*41,IGHV3-71*01,CYP,IG,0.65
HLA-K*01,HLA-DRB1*01,HLA,HLA,0.65
CYP3A5*3,TRAV30*01,CYP,TCR,0.65
HLA-S*01,HLA-DRB1*08,HLA,HLA,0.65
IGLV3-9*01,IGLV3-1*01,IG,IG,0.65
IGHV8-51-1*05,IGHV3-54*02,IG,IG,0.65
KIR2DL4*005,KIR3DL1*007,KIR,KIR,0.65
IGHV3-19*01,IGHV4-28*07,IG,IG,0.65
HLA-W*03,IGHV3-64D*09,HLA,IG,0.65
HLA-B*13,IGLV3-21*04,HLA,IG,0.65
IGHV3-64*01,IGHV3-62*06,IG,IG,0.65
KIR3DL2*137,TRAJ37*02,KIR,TCR,0.65
HLA-C*03,TRGV3*02,HLA,TCR,0.65
TRBD1*01,TRBJ1-5*01,TCR,TCR,0.65
HLA-DQA1*01,HLA-DQB1*03,HLA,HLA,0.65
HLA-DRB1*04,KIR3DL3*096,HLA,KIR,0.65
IGLV4-60*02,TRAJ16*01,IG,TCR,0.65
HLA-K*01,IGLV4-69*01,HLA,IG,0.65
NAT2*1,IGHV8-51-1*02,CYP,IG,0.65
HLA-DPB2*03,SLCO1B1*45,HLA,CYP,0.65
IGHV1-68*04,TRBV11-3*01,IG,TCR,0.65
CYP2B6*5,IGLV2-23*04,CYP,IG,0.65
IGKV3D-11*01,TRAV1-1*01,IG,TCR,0.65
IGHV3-13*03,IGLV3-10*03,IG,IG,0.65
CYP2C19*17,TRAJ13*02,CYP,TCR,0.65
CYP2C19*38,CYP2A6*28,CYP,CYP,0.65
IGHV3-53*06,IGKV2-29*03,IG,IG,0.65
CYP2C9*1,IGHD1-7*01,CYP,IG,0.65
CYP2A6*54,TRBV2*01,CYP,TCR,0.65
HLA-DQB1*03,IGHV3-20*01,HLA,IG,0.64
KIR2DL4*045,IGHV3-54*07,KIR,IG,0.64
KIR2DL4*045,IGLV1-41*01,KIR,IG,0.64
HLA-B*13,KIR2DL4*006,HLA,KIR,0.64
KIR2DP1*009,IGHV3-15*09,KIR,IG,0.64
IGKV1-37*01,TRBV14*02,IG,TCR,0.64
IGHV1-58*01,IGHV3-62*06,IG,IG,0.64
HLA-DQB1*05,IGLV3-21*03,HLA,IG,0.64
IGHV3-20*02,IGHV1-2*05,IG,IG,0.64
IGLV10-54*01,IGLV1-40*01,IG,IG,0.64
HLA-DPB1*03,IGHV3-38*02,HLA,IG,0.64
HLA-DRB1*08,IGHD2-21*02,HLA,IG,0.64
IGKV2D-24*01,IGKV3D-20*01,IG,IG,0.64
CYP2C9*2,IGHD2-8*02,CYP,IG,0.64
KIR3DL2*009,IGHD2-2*02,KIR,IG,0.64
HLA-C*12,TRBV10-3*02,HLA,TCR,0.64
TRGV5*01,TRAV6*03,TCR,TCR,0.64
IGHV3-30-2*01,TRBV7-7*01,IG,TCR,0.64
KIR3DL2*007,IGLV2-14*04,KIR,IG,0.64
IGLV5-45*03,IGLV2-5*02,IG,IG,0.64
IGLV2-23*02,TRAV8-4*01,IG,TCR,0.64
TRAV9-2*02,TRAV9-2*01,TCR,TCR,0.64
TRDV2*03,TRDV2*01,TCR,TCR,0.64
IGHV5-51*03,IGKV1D-8*02,IG,IG,0.64
HLA-DQA1*01,IGKV5-2*02,HLA,IG,0.64
HLA-C*01,IGHV1-69*01,HLA,IG,0.64
KIR2DL4*049,KIR2DS1*002,KIR,KIR,0.64
CYP3A5*7,IGHV7-81*02,CYP,IG,0.64
NAT2*1,IGLV5-37*02,CYP,IG,0.64
IGHV1-2*06,TRBV21-1*01,IG,TCR,0.64
IGHV3-23*01,IGLV1-44*01,IG,IG,0.64
HLA-U*01,IGKV6-21*01,HLA,IG,0.64
CYP2C8*2,IGHV3-22*02,CYP,IG,0.64
CYP2D6*132,TRAJ47*01,CYP,TCR,0.64
HLA-W*03,KIR2DL4*005,HLA,KIR,0.64
IGKV4-1*01,IGHV3-30*03,IG,IG,0.64
IGLV6-57*03,IGLV3-22*03,IG,IG,0.64
IGLV3-21*02,IGLV2-18*02,IG,IG,0.64
HLA-A*24,HLA-DRB1*01,HLA,HLA,0.64
HLA-DPB2*01,HLA-DPB1*04,HLA,HLA,0.64
HLA-T*03,IGHV3-13*01,HLA,IG,0.64
CYP2B6*15,TRGV3*02,CYP,TCR,0.64
IGHJ4*02,IGLV2-5*01,IG,IG,0.64
HLA-A*11,HLA-C*01,HLA,HLA,0.64
IGHV3-66*03,IGLV10-54*04,IG,IG,0.64
HLA-DRB4*01,CYP2A6*9,HLA,CYP,0.64
KIR3DL2*137,IGLV3-10*03,KIR,IG,0.64
CYP3A5*1,TRAV30*05,CYP,TCR,0.64
IGHD4-4*01,IGHD3-3*01,IG,IG,0.64
HLA-DRB4*01,NAT2*39,HLA,CYP,0.64
HLA-DPA1*01,HLA-DRB1*03,HLA,HLA,0.63
CYP2B6*2,IGKV1D-42*02,CYP,IG,0.63
MICB*008,IGHJ4*03,HLA,IG,0.63
KIR2DP1*025,CYP2D6*141,KIR,CYP,0.63
HLA-DPB2*01,IGKV2-29*01,HLA,IG,0.63
IGHV3-49*03,IGHV3-64*07,IG,IG,0.63
IGKV3-20*01,TRBV30*01,IG,TCR,0.63
CYP2D6*132,NAT2*7,CYP,CYP,0.63
IGLV2-11*01,IGLV2-8*01,IG,IG,0.63
CYP2C9*2,IGLV7-46*04,CYP,IG,0.63
IGHV8-51-1*02,TRAV8-3*01,IG,TCR,0.63
KIR2DS4*006,IGHV3-66*04,KIR,IG,0.63
KIR3DP1*001,IGHV3-7*05,KIR,IG,0.63
CYP2C19*10,TRAV8-6*01,CYP,TCR,0.63
HLA-W*02,TRBV7-2*01,HLA,TCR,0.63
HLA-DQB1*05,IGKV5-2*02,HLA,IG,0.63
IGKV3D-11*01,IGKV1D-42*01,IG,IG,0.63
IGKV1D-12*02,IGLV1-41*02,IG,IG,0.63
IGLV6-57*02,TRAV35*01,IG,TCR,0.63
HLA-DPB1*17,NUDT15*18,HLA,CYP,0.63
HLA-A*02,HLA-C*08,HLA,HLA,0.63
KIR3DP1*002,CYP2C19*38,KIR,CYP,0.63
KIR3DL2*007,IGLV6-57*03,KIR,IG,0.63
IGHV4-61*12,IGHV7-34-1*04,IG,IG,0.63
HLA-C*01,IGHV4-61*02,HLA,IG,0.63
IGKV1D-13*02,TRAV10*01,IG,TCR,0.63
KIR2DL4*005,KIR2DS4*004,KIR,KIR,0.63
TRAV8-7*02,TRBV15*01,TCR,TCR,0.63
IGHV3-30*18,TRAJ32*01,IG,TCR,0.63
KIR3DL2*005,IGLV3-27*01,KIR,IG,0.62
IGHV1-68*01,IGKV4-1*02,IG,IG,0.62
CYP2B6*1,TRDV2*01,CYP,TCR,0.62
HLA-A*23,IGHD3-3*02,HLA,IG,0.62
KIR2DL5A*025,IGLV11-55*01,KIR,IG,0.62
HLA-DRB1*14,KIR2DL4*011,HLA,KIR,0.62
KIR2DP1*002,CYP2C19*38,KIR,CYP,0.62
HLA-C*01,IGHJ6*04,HLA,IG,0.62
IGHV4-55*01,IGHV3-11*04,IG,IG,0.62
IGHV7-34-1*01,TRBV30*01,IG,TCR,0.62
KIR2DS4*010,TRAV30*05,KIR,TCR,0.62
IGKV1-27*01,TRBV7-9*03,IG,TCR,0.62
HLA-C*01,HLA-B*13,HLA,HLA,0.62
IGHJ4*02,TRAV21*01,IG,TCR,0.62
KIR2DL2*001,IGHV4-4*01,KIR,IG,0.62
NAT2*5,IGKV2D-30*01,CYP,IG,0.62
MICA*002,HLA-DQB1*05,HLA,HLA,0.62
CYP2C8*3,IGHV3-30*03,CYP,IG,0.62
HLA-C*08,IGHV3-33*08,HLA,IG,0.62
CYP2D6*40,TRBV15*01,CYP,TCR,0.62
CYP2C9*2,IGHV3-30*03,CYP,IG,0.62
HLA-C*05,TRGV5*01,HLA,TCR,0.62
KIR3DL2*137,IGLV11-55*01,KIR,IG,0.62
IGHV8-51-1*05,IGHV3-11*04,IG,IG,0.62
TRBV21-1*02,TRBV24-1*02,TCR,TCR,0.62
KIR3DL2*001,KIR2DS4*003,KIR,KIR,0.62
KIR2DL3*002,IGHD1-1*01,KIR,IG,0.62
IGLV3-25*03,TRAV8-6*01,IG,TCR,0.62
KIR2DP1*003,IGHV3-38*02,KIR,IG,0.62
KIR3DL1*005,IGHV7-4-1*02,KIR,IG,0.62
KIR2DL4*049,KIR3DS1*013,KIR,KIR,0.62
IGHV1-2*04,IGKJ2*04,IG,IG,0.62
IGKV4-1*01,IGLV1-47*02,IG,IG,0.62
KIR2DL5A*001,KIR3DS1*013,KIR,KIR,0.62
HLA-DRB1*03,IGHV8-51-1*04,HLA,IG,0.62
HLA-A*26,TRBV16*01,HLA,TCR,0.62
KIR2DL5B*002,IGHV3-52*02,KIR,IG,0.62
IGHD1-14*01,IGHD5-12*01,IG,IG,0.62
KIR2DS4*001,IGHV3-15*09,KIR,IG,0.62
HLA-DRB1*14,IGHD6-13*01,HLA,IG,0.61
HLA-DQB1*05,HLA-B*13,HLA,HLA,0.61
IGHV1-68*04,TRBV14*02,IG,TCR,0.61
TRBV9*01,TRBV5-3*02,TCR,TCR,0.61
KIR3DS1*078,IGHV3-11*04,KIR,IG,0.61
IGKV1-8*03,TRGJ1*01,IG,TCR,0.61
CYP2D6*4,CYP2D6*1,CYP,CYP,0.61
MICA*009,IGHV3-13*06,HLA,IG,0.61
IGKV1-9*03,IGKV6-21*02,IG,IG,0.61
HLA-B*40,TRAV8-4*01,HLA,TCR,0.61
IGHV3-35*02,TRBV7-3*02,IG,TCR,0.61
KIR3DL3*003,TRAV35*01,KIR,TCR,0.61
KIR2DS1*002,KIR2DS5*002,KIR,KIR,0.61
IGKV2-24*01,IGKV2-4*02,IG,IG,0.61
IGLV3-21*02,IGHV3-47*01,IG,IG,0.61
KIR2DS3*001,CYP4F2*4,KIR,CYP,0.61
HLA-C*15,IGLV2-34*01,HLA,IG,0.61
KIR3DL2*137,TRAJ37*01,KIR,TCR,0.61
IGKV3D-15*01,IGKV1D-16*02,IG,IG,0.61
KIR3DL3*004,TRGJ1*02,KIR,TCR,0.61
TRBV7-3*01,TRBV9*02,TCR,TCR,0.61
HLA-DPB1*01,IGHV1-58*01,HLA,IG,0.61
KIR2DL4*042,TRBV2*01,KIR,TCR,0.61
IGHV3-64D*09,IGHV3-23*01,IG,IG,0.61
CYP2C8*5,IGHV3-54*02,CYP,IG,0.61
CYP2A6*48,TRBV6-6*03,CYP,TCR,0.61
IGHJ4*02,IGLV1-41*02,IG,IG,0.61
IGHV1-46*01,IGHV3-53*06,IG,IG,0.61
KIR2DL2*001,IGKV3-7*04,KIR,IG,0.61
CYP2C9*1,IGHV3-69-1*02,CYP,IG,0.61
IGHV3-33*05,IGHV3-23*04,IG,IG,0.61
IGHV3-62*03,IGHV3-64*01,IG,IG,0.61
KIR3DL1*002,CYP2C9*1,KIR,CYP,0.61
IGHV3-11*01,TRAV20*01,IG,TCR,0.61
KIR3DS1*055,CYP2A6*48,KIR,CYP,0.61
IGHD5-18*01,TRBV10-3*02,IG,TCR,0.61
HLA-F*01,HLA-C*15,HLA,HLA,0.61
IGHV3-62*03,IGHV1-68*04,IG,IG,0.61
IGKJ5*01,IGKJ3*01,IG,IG,0.61
HLA-A*33,KIR2DL1*004,HLA,KIR,0.61
CYP3A5*3,TRAV30*05,CYP,TCR,0.6
IGHV3-7*03,IGHV6-1*03,IG,IG,0.6
HLA-A*24,IGKV2-30*02,HLA,IG,0.6
IGKV3-11*01,IGKV3D-11*02,IG,IG,0.6
CYP2A6*48,IGHD4-4*01,CYP,IG,0.6
IGHV4-4*12,IGHV3-63*03,IG,IG,0.6
IGHV3-30*04,TRAV8-3*01,IG,TCR,0.6
HLA-A*33,IGKV2D-30*01,HLA,IG,0.6
IGLV5-37*01,TRAV38-1*01,IG,TCR,0.6
HLA-A*68,TRBV10-2*01,HLA,TCR,0.6
IGLV4-60*03,IGLV1-40*01,IG,IG,0.6
HLA-C*08,HLA-C*02,HLA,HLA,0.6
HLA-A*02,CYP3A5*3,HLA,CYP,0.6
NAT2*7,IGHV3-7*03,CYP,IG,0.6
KIR2DL3*002,NAT2*14,KIR,CYP,0.6
HLA-DQA1*01,HLA-B*13,HLA,HLA,0.6
IGHV3-64*02,IGHV2-70D*04,IG,IG,0.6
IGLV2-8*01,IGLV3-1*01,IG,IG,0.6
IGHV3-30*18,TRBV7-7*01,IG,TCR,0.6
HLA-DOA*01,TRBV7-9*01,HLA,TCR,0.6
IGHV2-70*10,TRBV5-5*01,IG,TCR,0.6
IGKV6D-21*02,TRBJ1-5*01,IG,TCR,0.6
IGHV1-2*02,IGHV2-70*05,IG,IG,0.6
IGHV3-52*01,IGHV8-51-1*04,IG,IG,0.6
IGHV3-48*03,IGHV3-30*02,IG,IG,0.6
KIR2DL5B*002,TRAV8-2*03,KIR,TCR,0.6
HLA-DRB1*07,IGLV2-18*02,HLA,IG,0.6
TRBV6-4*02,TRBV5-3*02,TCR,TCR,0.6
HLA-DPB1*05,IGHV8-51-1*03,HLA,IG,0.6
IGKV2D-29*01,IGKV2-30*02,IG,IG,0.6
KIR3DL3*004,TRGJ1*01,KIR,TCR,0.6
IGHD2-8*02,TRBV5-3*02,IG,TCR,0.6
TRBV5-3*01,TRBV9*02,TCR,TCR,0.6
IGHV3-43*01,IGHV3-48*02,IG,IG,0.6
HLA-F*01,IGHV3-33*05,HLA,IG,0.6
IGKJ1*01,IGHV1-69*14,IG,IG,0.59
CYP2A6*1,CYP2C9*2,CYP,CYP,0.59
MICA*009,TRBV24-1*02,HLA,TCR,0.59
IGLV1-47*01,IGKV1-27*02,IG,IG,0.59
IGHV1-69*01,IGHV2-70*01,IG,IG,0.59
IGHJ2*01,TRBV10-2*02,IG,TCR,0.59
KIR3DL2*002,IGHV3-48*03,KIR,IG,0.59
IGHV1-3*01,IGHV1-69*06,IG,IG,0.59
KIR2DS5*002,TRAV30*05,KIR,TCR,0.59
IGLV3-10*01,TRDV2*01,IG,TCR,0.59
IGHV4-4*02,IGHV3-20*04,IG,IG,0.59
TRDV2*02,TRAV10*02,TCR,TCR,0.59
KIR2DL5A*025,IGLV11-55*02,KIR,IG,0.59
TRBV6-4*01,TRBV9*02,TCR,TCR,0.59
TRBV6-4*01,TRAV9-2*03,TCR,TCR,0.59
IGKJ2*01,IGKV1-16*02,IG,IG,0.59
KIR3DL3*008,IGLV1-41*02,KIR,IG,0.59
HLA-C*15,KIR2DS3*001,HLA,KIR,0.59
IGHV3-16*04,IGHV2-70D*14,IG,IG,0.59
HLA-C*01,IGLV3-21*04,HLA,IG,0.59
KIR2DP1*031,IGHV7-4-1*01,KIR,IG,0.59
IGLV2-23*04,TRGV2*03,IG,TCR,0.59
HLA-DQA1*02,HLA-DQB1*02,HLA,HLA,0.59
HLA-C*03,HLA-C*15,HLA,HLA,0.59
KIR2DL2*003,KIR3DP1*002,KIR,KIR,0.59
KIR3DP1*001,IGKV5-2*02,KIR,IG,0.59
HLA-DPB1*02,IGHV3-43*02,HLA,IG,0.59
IGHV3-49*05,IGHV3-53*01,IG,IG,0.59
HLA-A*11,IGHD3-22*01,HLA,IG,0.59
IGHV1-18*01,IGHV4-31*13,IG,IG,0.59
TRBV15*02,TRAV8-7*01,TCR,TCR,0.59
HLA-C*07,IGKV2-24*02,HLA,IG,0.59
IGHV4-55*01,IGHV3-13*03,IG,IG,0.59
IGHV3-62*06,IGLV2-34*01,IG,IG,0.59
IGHV1-69D*05,IGHD6-25*01,IG,IG,0.59
HLA-A*68,HLA-C*08,HLA,HLA,0.59
CYP2C9*3,IGHV4-31*03,CYP,IG,0.59
HLA-B*53,IGKV2-29*03,HLA,IG,0.59
IGKV2-28*01,TRAJ24*03,IG,TCR,0.59
IGKV1-17*01,IGKV1-17*03,IG,IG,0.59
IGLV2-34*02,IGLV3-10*03,IG,IG,0.59
KIR2DS5*002,TRGV9*02,KIR,TCR,0.59
KIR2DS4*006,TRAV1-2*03,KIR,TCR,0.59
CYP2D6*1,IGLV5-45*04,CYP,IG,0.59
IGKV2-18*01,IGHV3-53*04,IG,IG,0.59
KIR2DL3*002,IGHV1-69*04,KIR,IG,0.59
IGHV1-58*01,IGLV10-54*04,IG,IG,0.59
TRBD1*01,TRBJ1-3*01,TCR,TCR,0.59
HLA-B*44,HLA-DPB1*01,HLA,HLA,0.59
KIR3DL3*100,KIR2DL1*002,KIR,KIR,0.58
SLCO1B1*15,NAT2*39,CYP,CYP,0.58
NUDT15*1,IGLV5-45*03,CYP,IG,0.58
HLA-B*35,TRAV1-1*01,HLA,TCR,0.58
TRAV35*03,TRBV24-1*01,TCR,TCR,0.58
CYP3A5*6,TRBV16*02,CYP,TCR,0.58
NAT2*5,IGKV2-18*01,CYP,IG,0.58
IGHV3-64D*09,IGHV3-11*05,IG,IG,0.58
HLA-B*08,IGKV1D-8*02,HLA,IG,0.58
CYP4F2*3,CYP2C9*11,CYP,CYP,0.58
IGHJ6*04,IGKV2-24*02,IG,IG,0.58
HLA-C*01,HLA-DRB1*14,HLA,HLA,0.58
IGLV3-21*02,IGLV2-18*01,IG,IG,0.58
HLA-DPB1*13,TRAV8-6*02,HLA,TCR,0.58
SLCO1B1*14,IGHV4-31*01,CYP,IG,0.58
IGHD4-11*01,IGHV4-39*01,IG,IG,0.58
KIR2DS2*001,KIR2DL2*003,KIR,KIR,0.58
IGLV1-40*01,IGHV1-69D*05,IG,IG,0.58
