,HG02309,HG01883,HG03103,NA19114,HG02703,NA19238,NA18913,NA19403,HG03307,HG02111,HG02143,NA20348,NA20346,HG03521,HG03476,HG02971,HG03048,NA20127,HG02580,NA20314,HG02307,NA19835,HG02332,HG02595,HG02478,HG01880,NA20357,HG02585,HG02561,NA18520,HG03132,HG02938,HG02634,HG02611,HG02679,HG01915,HG03301,HG01985,HG01879,HG01890,HG03485,HG03171,HG03539,HG03108,HG02010,HG02445,HG03212,HG03393,NA19024,HG02284,HG02266,HG00637,HG01054,HG01259,HG01121,HG00736,HG01453,NA19675,HG01047,HG01992,HG02277,HG01464,HG01412,HG02292,HG01133,HG02274,HG00551,NA19747,HG01465,HG01275,HG01148,HG01577,HG01362,HG01168,HG00739,HG01286,HG01392,HG01967,HG01396,HG01918,HG01108,HG01187,NA19740,HG01571,HG01982,NA19723,HG01119,HG02006,HG02003,HG01311,HG01356,HG01366,NA19735,HG01134,HG01455,HG01048,HG01055,HG01107,HG01344,HG01073,HG00983,HG02081,HG02060,HG01794,NA18944,NA18642,HG00442,NA18989,HG02020,NA18968,HG02180,HG01597,NA18960,NA18555,HG02152,HG02189,HG00404,NA18537,NA18632,HG02182,HG02138,HG00607,NA18553,NA18971,HG02521,HG00565,NA18612,HG01863,HG01815,HG00632,HG02382,HG00759,HG00479,HG00650,NA18980,HG02384,HG02064,HG00702,HG00418,NA18546,HG02087,NA18988,HG00844,HG00530,HG02137,HG00446,NA18566,HG02364,NA18941,HG00657,HG00342,HG02239,HG00255,HG00368,HG00111,HG00274,HG00146,NA12802,HG00365,HG00381,HG00367,HG00120,HG00268,HG01504,HG00173,HG01700,NA20525,HG01512,HG00325,NA20805,HG00338,NA20762,HG00357,HG00141,HG01518,HG00137,HG00125,NA20503,HG01779,HG01680,HG00243,HG00130,HG00252,HG00242,HG00139,HG00254,NA20801,NA10843,HG00361,HG00133,HG01776,NA12890,NA20753,HG00158,HG00278,HG01766,HG02224,NA12891,HG02223,HG00261,HG03816,HG03009,NA21101,HG03856,HG03729,HG03821,HG03784,HG02657,NA21099,HG03753,HG04140,HG03687,HG03709,HG03794,HG02781,HG02684,HG04062,HG03931,NA21102,HG01589,HG02793,HG03812,HG03016,HG03640,HG03645,HG04200,HG03019,HG02688,HG04149,NA20866,HG02490,HG03686,HG03929,HG03746,HG03604,NA21103,HG04039,HG04017,HG03837,HG04020,HG03595,HG02724,HG03976,HG04131,NA20899,HG03882,HG03973,NA20861,HG03854,HG03972
HG03856,12373.5,3082.0,10436.0,3967.0,6118.5,1782.0,1505.0,3690.5,13401.5,2243.5,3422.0,2063.0,6426.0,7086.5,5369.0,5310.0,1625.0,12964.0,2581.0,3053.5,7283.0,4670.0,2186.0,1684.0,2323.0,1969.5,5753.5,2238.0,3255.5,4239.0,3742.0,6784.5,2109.0,23916.5,17572.0,4793.5,5561.5,2006.0,4743.0,8729.0,3911.5,4098.0,2209.0,2780.5,5837.0,4668.0,3841.5,2599.0,6882.5,11559.0,6514.5,9712.0,8954.5,6732.0,1702.0,7508.5,1324.0,1984.0,3966.0,1747.0,3294.5,5430.0,3470.0,6573.5,1257.0,1581.5,10175.0,1760.0,3476.5,3477.5,9227.0,2525.0,2671.0,5233.5,6808.0,2475.0,2923.5,3330.0,9470.5,12501.5,15000.0,2718.0,18729.5,6606.5,14860.0,19410.0,3322.0,3091.5,5540.5,3005.5,2118.5,3497.5,1576.0,8044.5,1788.5,7403.0,6179.5,3666.5,8934.0,13174.0,2095.5,5473.0,3470.0,1813.0,1515.0,4279.5,1862.5,8128.5,10905.5,2911.0,1727.5,3294.5,10867.5,14722.5,6007.5,17970.5,6515.0,9277.0,1848.0,2710.0,7728.5,2295.5,1542.5,2340.5,7821.0,4711.5,3391.0,5791.5,6550.5,3568.0,13678.0,7936.5,12325.5,3579.5,11502.5,3903.0,6017.0,6443.5,1590.0,1912.5,2413.5,2259.5,2375.0,2539.5,3470.5,3256.5,6350.0,3625.5,7627.5,2656.0,6756.0,4647.0,6722.0,2050.0,5695.0,6782.5,3261.5,2308.0,2219.5,7196.5,1933.5,1745.0,2994.0,1476.0,7638.0,2330.0,14039.0,6300.5,11036.0,1257.0,2653.0,1352.5,2353.5,11706.0,4729.0,6437.5,4527.0,1200.5,3486.0,1803.0,3622.5,6835.0,1798.0,1648.0,2001.5,4467.0,3052.5,3419.0,7368.0,4442.0,3230.5,1829.5,1478.0,2958.5,2248.0,6496.0,2827.5,2926.0,2396.5,8329.5,9462.0,1754.5,4857.5,0.0,4308.5,2141.0,1038.5,2251.5,4136.0,1568.5,2601.0,1858.0,1149.5,2414.5,2721.0,3629.5,1336.0,2127.5,7539.5,9074.0,3341.5,4724.0,4743.0,6294.0,4309.5,2119.0,3994.0,6539.0,1771.5,1817.5,3155.5,2194.0,2642.0,1354.0,2984.5,1369.5,14033.0,2768.5,5777.5,5140.0,18181.5,2414.5,4902.5,2018.5,1870.0,784.0,5628.0,1892.0,3276.0,5495.0
HG03729,5203.0,6308.5,8209.5,5721.0,6833.5,4562.5,4196.0,6951.0,6247.0,4354.0,4576.0,6906.5,1614.0,5001.5,7096.5,4857.0,4531.5,8904.5,3887.0,4262.5,3681.0,1391.5,8191.5,4103.0,5351.0,4648.0,4387.5,4462.0,4554.5,4877.5,7418.5,1701.0,4178.0,6212.0,1574.5,7455.0,6012.5,11354.5,5382.0,4393.0,4668.0,8661.5,4367.0,4081.0,6672.5,5795.5,4457.0,4994.0,2427.0,8478.0,2270.5,10130.0,2309.0,4631.0,13301.5,7670.0,4196.5,5270.5,8009.5,4566.5,4530.0,8742.5,4032.5,3643.5,4759.0,6599.0,6168.5,2732.0,5016.5,4319.5,11767.0,6611.0,5458.5,6768.0,6185.5,5112.5,4836.0,6386.0,2155.5,8211.0,4366.0,4198.0,12291.0,4146.0,8214.0,1715.0,6015.0,4848.5,7261.0,6166.0,6811.0,4286.0,4452.0,3786.0,4456.5,2899.5,3340.5,2092.0,5615.0,13769.0,8327.5,4458.5,4226.0,6385.0,3665.0,4727.0,4496.5,6498.5,4660.0,7603.0,6316.0,1938.5,5240.5,12787.5,9207.0,6796.5,3743.0,9146.0,4370.0,8813.5,1592.0,5211.5,7999.0,4912.0,4987.0,4392.0,4818.5,3315.5,1791.0,11246.0,8287.5,4935.0,7510.0,4132.0,8776.0,6805.0,10321.5,4167.0,6523.5,4047.5,5041.0,4331.0,5917.0,5264.5,4756.0,6505.0,3714.0,4971.5,4638.0,5019.5,1738.5,1091.5,1401.0,4680.0,2178.5,1219.5,8867.5,4016.0,4189.5,2322.0,7415.0,2789.0,4589.0,4494.0,1695.5,6574.5,3750.0,4532.0,3771.0,4256.5,7794.5,5098.0,7605.5,5161.5,8699.5,1260.0,8789.0,4426.0,3354.5,5239.5,4477.0,2431.0,7540.0,8005.0,11394.0,6552.0,4334.0,4636.0,5164.0,5445.0,6801.5,5587.5,4139.5,5652.5,4614.5,5761.5,6474.5,6179.0,5633.0,1898.0,1715.0,3940.5,6198.5,4308.5,0.0,6581.5,8424.5,4755.0,6703.0,4486.5,5450.0,4545.5,4298.0,2775.0,4111.0,5208.5,6583.5,4780.5,2201.5,12890.0,7027.5,4310.5,6419.5,1653.5,5100.0,4721.5,6004.5,1791.0,4803.0,4498.0,6434.0,4999.0,8056.5,4443.5,4177.5,6000.0,5237.5,4406.5,1281.0,5389.0,10578.5,4234.5,3098.5,5941.0,5642.5,4366.0,7687.0,6389.0,2145.0,6210.0
HG03821,8049.0,1946.0,6672.5,6795.5,2488.5,2192.0,2252.5,6323.0,11137.0,1870.5,2340.0,2739.5,7149.5,2117.5,5549.0,4724.0,6535.5,11310.5,1774.0,2350.0,7589.5,3996.5,5767.5,2023.5,3622.5,5999.5,4176.5,2700.0,2222.5,1847.5,2529.5,6972.0,2104.5,11803.5,7933.5,9628.0,2335.0,4211.0,6484.5,2525.5,2410.5,6081.5,2121.5,1582.5,5267.0,2299.5,4228.0,2438.0,5793.5,17428.0,8134.0,10552.0,6683.5,3154.5,6410.5,7609.5,5586.5,2659.5,6689.5,2284.5,2184.5,6764.5,8034.5,10939.0,2360.5,6319.0,9866.0,2325.0,2635.0,1836.0,12744.5,2513.0,2408.0,5615.5,2401.0,2782.5,4027.5,1758.0,11044.0,14407.0,11589.0,1998.0,23338.5,1944.0,11485.0,7341.5,2454.5,3026.5,4567.5,2002.5,6176.5,4040.5,6515.0,5792.5,2220.0,8183.0,10627.0,3325.5,2046.5,11726.0,6089.0,3388.5,1839.0,5662.5,2046.0,2029.0,1647.5,9218.5,5000.5,5955.5,6160.0,3545.0,9650.0,11676.5,8789.5,13307.0,6851.0,11876.5,2020.5,10065.0,10342.0,9017.5,6864.5,2030.5,1984.0,5799.5,4080.5,3755.5,11297.5,2283.5,6113.5,2024.0,10524.0,2079.5,2433.0,4204.0,2032.5,10266.5,2463.0,6573.0,2049.0,2532.5,2077.0,3009.0,5729.0,6246.5,6816.0,2216.0,11200.0,1637.0,8576.0,6259.5,9468.5,1990.0,6152.5,7075.5,10899.5,1985.0,2508.5,7772.0,6949.5,2230.0,2363.5,6957.0,7767.5,7094.0,11120.5,1848.0,7152.0,2205.0,6423.0,2269.5,5713.0,5017.5,8576.0,6824.5,10557.5,4384.0,4426.0,2492.0,4051.0,6134.0,4481.5,6338.5,10359.5,7590.5,5906.0,6793.5,8136.5,2893.5,13741.0,2852.0,3908.5,3279.0,3377.0,11578.0,7776.5,2177.0,2397.5,8577.5,5524.0,1669.0,1809.5,2141.0,6581.5,0.0,6554.0,1984.5,8639.0,7216.0,2188.0,1136.5,2405.0,3616.0,2594.5,2721.5,5784.0,1838.0,2146.5,14528.5,3737.5,5758.5,1588.0,8704.5,8156.0,2004.5,1789.0,7046.5,2294.0,4079.5,1292.5,3698.0,6347.5,1741.5,5375.0,5823.5,2172.5,2596.5,6806.0,2691.5,11981.5,2080.5,5462.0,3476.5,2172.5,2201.0,4618.0,1977.0,1887.0,6106.0
HG03784,8529.5,6765.0,4097.5,7827.0,1958.0,5820.5,7197.5,3796.0,17435.5,7883.0,7430.0,1709.0,5201.5,3940.0,9514.0,4811.0,5374.5,16965.5,1719.5,6950.5,10837.5,8345.0,2585.5,5426.0,4422.5,3760.5,3710.0,8018.5,1960.0,4322.5,7595.5,10560.5,6015.5,15827.5,7986.5,5016.0,4232.5,3903.0,8999.0,3536.5,7996.5,4345.5,1864.5,6696.0,9692.5,4588.0,5773.0,8773.5,10836.0,11692.0,10564.0,13234.0,13044.5,1727.5,3873.0,5367.0,5764.0,5517.5,3966.5,5580.0,7080.0,2548.5,7784.5,6530.0,2842.0,1357.0,9804.5,5992.0,2126.0,5440.0,11227.5,1275.0,9449.0,5334.0,1873.0,6963.0,5488.5,2057.5,11244.0,14266.5,8576.0,3725.0,18477.5,1764.0,15208.0,11477.0,5172.0,1662.5,3873.0,7040.0,2496.5,5637.0,5215.5,3194.0,5623.0,7033.0,6069.5,5441.5,6057.5,17120.5,2269.5,4224.5,3091.0,4518.5,4878.5,2140.5,5812.5,8817.0,1967.0,2846.0,3351.0,5230.0,14874.0,11288.5,6357.0,13037.0,10692.0,11547.5,5735.5,3129.0,5497.0,6258.5,3526.5,6218.0,5330.0,5052.0,7491.5,9685.5,10725.0,2493.0,2813.0,3371.5,8324.5,7698.0,1535.0,3528.0,2544.0,9493.0,1635.5,5870.0,6470.5,6124.5,6400.0,6536.0,7541.0,3580.5,10154.0,5509.5,7625.0,3572.0,7970.0,8255.0,10408.0,5656.5,7024.5,10798.5,6846.5,6182.5,706.5,5952.5,2057.0,1590.0,6866.0,5768.0,11360.0,2210.0,10199.5,2204.5,5943.5,5043.5,2669.0,9388.0,1707.0,2040.5,9019.5,6333.5,4772.0,4794.5,5212.5,5790.5,4904.0,10855.5,5738.0,1645.5,2220.0,4787.0,6870.5,5511.0,12291.5,4230.0,3905.5,5483.0,3473.5,7054.5,6075.5,6453.0,2876.0,4792.0,6572.5,10043.5,13052.5,1201.0,1328.5,1038.5,8424.5,6554.0,0.0,6336.0,4199.5,5491.0,4556.0,6203.0,6031.0,10280.5,2261.0,7636.5,1847.0,5844.5,9014.0,11117.5,3014.0,2098.5,9344.5,10007.0,4914.5,1433.0,3299.0,10495.5,5518.0,6182.5,2262.0,6293.0,4539.5,5605.0,1969.5,1808.5,6653.5,7099.0,10276.5,4630.0,4851.5,2110.5,5144.0,3382.5,5686.0,1384.0,5462.5,6786.0,2011.0,9947.0
HG02657,7171.5,1462.5,7290.0,2091.5,2097.0,1607.5,1902.5,6135.0,13365.0,2450.5,1696.5,2336.5,3129.0,1946.0,4843.0,3796.0,2047.5,11398.5,1837.5,2013.5,7468.0,3964.5,6036.5,2085.5,3382.0,6097.0,3690.0,2654.5,1680.0,1367.5,3228.5,6867.5,1969.0,11664.5,8202.5,9239.0,3344.0,3473.0,5121.5,1702.0,1740.0,5752.5,1943.5,1471.0,4744.5,3047.0,3739.0,2689.0,5854.0,15513.0,7066.5,10687.0,6899.5,2728.5,4144.5,7373.5,1946.0,2701.5,7271.0,2130.5,2418.0,6428.0,8006.5,11114.5,1861.5,6408.5,9104.0,1436.0,2575.5,1550.0,11264.0,1924.5,3676.0,6660.5,2420.0,2847.5,4250.5,6401.5,10135.5,14019.5,11034.0,2467.0,23438.0,2284.5,11277.5,7429.5,1872.0,2979.5,4107.5,3278.5,6611.0,3620.0,2421.5,2185.5,2627.0,8552.5,10902.5,3177.5,1714.5,12112.0,6114.5,3837.0,2313.5,5451.0,2235.0,1993.0,1947.5,9344.0,4773.0,6106.5,5971.0,3324.5,10424.0,12024.5,8812.5,11446.5,6877.0,8082.5,2010.0,6722.0,6241.5,2305.0,6854.0,2211.0,2411.0,5812.0,1821.5,4228.0,6438.5,2474.0,6008.5,2253.0,6770.0,1973.5,2260.0,3953.5,2543.5,10497.0,2731.5,1860.5,2021.5,2411.0,1772.0,2322.5,2176.0,6234.0,6847.0,1763.0,11492.5,2088.0,7211.5,6382.5,7279.5,2756.5,6587.5,7036.5,2541.0,1951.5,2159.0,7059.0,7223.5,1825.0,1808.5,1756.0,7248.5,6575.0,10879.0,2215.5,6776.0,2241.0,5722.0,2321.5,5610.0,4660.5,5574.5,6226.0,10244.5,2271.0,4262.0,3043.0,4197.0,6161.0,1916.5,6232.5,5982.5,7265.5,1937.0,3860.5,8372.5,2895.0,5930.5,3178.5,3688.5,3158.0,2795.0,11370.5,6467.0,1724.0,2265.5,6772.0,5146.5,1878.5,2464.0,2251.5,4755.0,1984.5,6336.0,0.0,5906.0,2215.0,3316.0,2200.0,2296.0,3071.0,2399.0,2730.5,5815.5,1859.0,4164.5,14519.5,3942.5,1739.0,3565.0,8535.0,4578.0,1693.5,1960.0,6926.5,2226.0,1564.0,2020.5,3271.0,5853.5,3263.5,1867.0,5725.5,3181.5,2249.5,6645.0,2722.0,10657.5,1690.5,5089.5,3913.0,1916.5,2346.0,5385.0,1617.0,1331.5,5509.0
NA21099,7207.0,7715.0,2051.5,5127.0,3489.0,5535.0,5705.5,1618.5,14634.5,6999.0,5601.5,10192.0,2917.5,6049.0,8939.5,3837.0,5781.0,16535.0,1643.5,5741.0,12954.5,9029.5,1667.0,5974.5,5330.0,3975.5,8907.0,7452.5,1516.0,4203.5,8329.5,13447.5,7194.0,12346.0,12301.0,5250.5,1836.5,4008.0,11062.0,1887.0,7232.5,2795.0,3017.5,6040.0,9061.0,1760.0,5124.5,5700.0,8957.5,10737.0,10487.5,14212.5,12048.0,3214.5,4405.5,9635.5,6308.5,9240.5,2461.5,7188.0,6100.0,1908.5,3461.0,16449.5,11967.5,5209.5,17649.5,7977.0,1695.0,3295.5,11082.5,3988.0,7388.5,11779.5,3869.5,8426.5,5229.5,6093.5,14268.5,13834.5,9146.5,2219.5,20475.0,5125.0,16539.0,7056.5,6078.5,2229.0,9854.0,6468.5,4537.0,3346.5,6546.0,1856.0,6172.0,12461.0,6929.0,6943.0,3830.0,15779.5,2418.0,3283.5,1865.0,1441.0,1636.0,15193.0,5542.5,7205.0,1478.0,1627.5,1868.0,5348.0,17576.5,16202.5,8661.0,11778.0,12584.5,9874.5,5871.5,5747.0,8856.0,6011.0,3736.0,6403.0,5725.0,1534.5,5458.0,7172.0,11745.0,14110.5,1784.0,2273.5,7718.0,6195.5,2200.5,1478.5,8568.5,8931.5,4756.0,5764.5,6424.5,6185.5,2056.5,5181.0,5088.5,4516.5,12198.5,3667.0,8295.0,4655.0,10280.0,7610.0,10565.0,10468.0,13631.0,10261.5,6028.5,5330.0,2342.0,9352.0,4485.5,3938.5,6116.0,5957.0,10688.5,4161.0,12182.0,1915.0,6871.0,6448.5,2897.5,6496.5,1603.0,1753.0,9651.5,6394.0,8265.5,6216.0,6927.5,10930.5,4039.5,10165.0,5841.0,2184.5,6315.5,3230.0,5408.0,3207.0,12494.5,3961.5,1440.5,8711.5,5926.0,5978.5,5687.5,8876.0,2624.0,4204.0,6869.5,9443.0,6782.0,2083.5,6539.0,4136.0,6703.0,8639.0,4199.5,5906.0,0.0,6469.0,8355.5,8531.5,6296.5,9206.0,2227.5,7983.0,1690.5,1712.5,14760.5,10524.0,2353.5,7890.5,5736.0,10664.0,4640.5,2404.5,2273.5,12919.0,6099.5,5591.0,6169.5,8565.5,4293.5,6152.5,1410.5,1596.5,2587.0,7636.5,10314.0,3893.5,7895.0,1826.0,3553.0,3874.5,8825.5,2333.5,5084.5,7698.0,1907.5,14339.0
HG03753,7738.5,1783.5,7222.5,2033.5,2166.5,1995.0,1779.0,6750.5,12989.0,2481.5,2432.5,2060.5,4919.0,2003.0,5359.0,3801.5,1625.0,12816.0,1610.5,2284.0,6724.5,3520.5,6741.5,1551.0,3225.0,5998.5,3817.5,2011.5,1991.0,2082.0,3068.5,6674.0,2036.0,11387.5,1991.0,8809.0,3291.5,3703.0,3947.5,2463.5,1975.5,6271.5,2293.5,1483.5,4750.5,3682.0,4083.5,2670.5,5854.5,17529.5,6300.0,9341.5,6747.5,1762.5,4201.5,6728.5,637.5,1583.5,7168.0,1381.0,1966.0,6665.0,6824.0,13973.5,1466.5,5277.0,8966.5,1803.0,2089.0,2261.5,11159.5,1737.5,3091.0,9220.5,1921.5,2267.5,4395.0,1985.5,10298.5,13269.5,11224.5,1266.5,22411.5,1608.0,12455.0,6722.5,1985.0,2009.5,8200.5,3464.5,5513.5,4248.5,1273.0,1567.0,1752.0,11498.0,9812.5,3044.0,1582.5,12031.0,6234.0,3857.5,2619.5,5781.5,1414.0,1426.5,1587.5,8998.0,7561.0,5870.5,5331.0,3291.0,15732.5,11375.5,8834.5,11346.5,6524.5,7651.5,1048.0,9082.5,6190.5,1300.0,6201.5,1989.5,2032.5,6042.5,2515.5,4453.5,6026.0,2625.5,5450.0,1478.5,7046.0,1715.0,1830.0,4375.0,8097.5,10247.0,1508.0,988.0,2271.5,1873.0,1798.5,2432.0,1829.0,6078.5,6256.0,2597.0,11323.0,1346.5,6017.0,5447.0,8273.0,1415.5,9611.0,6579.0,4161.0,1892.5,1464.0,5872.0,6229.5,1647.5,2201.0,1419.5,6456.5,6577.0,10400.5,1141.0,6535.5,1393.5,5859.5,1530.0,5308.5,4339.5,5083.5,6333.5,8366.0,1737.5,3842.5,7599.0,4018.0,6679.0,1596.5,5422.5,13515.5,7687.0,1854.5,4390.5,8177.5,2361.5,5810.5,1550.0,3415.0,1507.0,1918.5,10746.0,6101.0,1782.0,1485.0,8556.5,5075.0,1455.5,1248.5,1568.5,4486.5,7216.0,5491.0,2215.0,6469.0,0.0,7737.0,1500.5,1430.0,3117.5,1260.5,2475.0,5471.5,1942.0,3881.5,11302.5,5187.5,1606.5,3803.0,7951.5,3711.0,1550.5,1431.5,6348.0,2446.5,1617.5,6898.0,2207.5,3262.0,1508.0,1723.0,5760.5,2976.5,2088.0,6339.5,2507.5,8195.0,1373.5,5782.0,3711.5,7011.5,1522.0,4769.0,2285.0,1744.5,4331.5
HG04140,5973.0,1617.5,4000.5,7164.0,3021.5,2240.0,2285.5,4113.0,11257.5,3189.5,2019.0,2419.5,5041.0,2523.0,5465.5,2588.0,2248.5,11818.0,2940.5,2124.0,7582.0,3984.0,4294.5,2894.5,3271.0,6649.5,1862.5,3234.0,2121.0,2267.0,2042.0,8271.0,2913.0,12610.5,3230.5,7537.0,2953.0,3256.0,4681.5,1807.0,2988.5,5328.0,2739.5,1537.0,5165.0,2214.5,2847.5,3002.0,4413.5,15933.0,8561.0,9842.5,7833.5,3116.0,3735.0,6924.0,6435.5,2762.0,3598.0,2182.0,2094.5,4565.0,6579.0,17606.5,1413.5,4762.0,9566.5,3092.0,2601.0,1506.0,13026.5,2385.0,1486.5,6993.0,2650.5,4041.0,2388.5,6862.0,10813.0,11655.0,10024.5,2434.0,21595.5,1976.5,12661.0,6755.5,1604.5,2617.0,5945.0,2061.0,8868.0,2770.0,1765.5,2352.0,5642.5,7294.5,13799.5,4168.0,2054.5,12657.5,5320.5,2588.0,2063.0,4945.0,2304.0,1772.5,2321.5,7993.5,5227.0,4156.5,4417.0,3511.5,10811.5,16589.5,7287.5,12646.0,7730.0,8502.5,2713.5,7089.5,6886.0,4370.5,4664.0,3163.5,2082.5,4371.5,2308.5,8081.0,9790.0,2711.5,4271.0,1931.0,7236.0,2370.0,2570.0,4325.0,3217.0,9040.0,3182.0,5114.0,3328.0,1627.5,2262.5,3409.0,2474.5,5459.5,7603.0,2305.0,10604.5,2433.5,6999.5,9419.5,9533.0,1917.0,6598.0,7930.0,7393.0,2516.5,1590.0,7710.5,4335.5,1625.0,1376.5,2911.5,6432.5,4864.0,9110.0,2651.0,7521.0,1393.0,4181.0,1821.5,4604.5,2371.5,6095.5,6726.0,8529.0,1758.5,4586.5,3194.0,1162.0,7700.5,4844.0,8733.5,6763.5,5989.0,2422.0,7269.0,8088.0,3303.5,4690.5,5138.5,2519.5,5618.0,3211.5,9449.0,5574.5,1709.5,1745.0,9845.0,4941.5,2039.0,1911.0,2601.0,5450.0,2188.0,4556.0,3316.0,8355.5,7737.0,0.0,1625.5,1886.5,3400.5,2856.5,2040.5,3894.0,2079.5,2414.0,8634.0,3174.5,2244.5,2529.5,8079.5,2544.5,1825.5,1663.5,6685.5,1645.5,2893.5,2220.5,2982.5,2541.0,1008.5,2667.0,4198.5,2853.0,2091.5,6521.0,3415.5,7860.0,2695.0,1606.5,2483.5,535.5,1670.5,5813.5,1935.5,2328.0,4437.5
HG03687,7137.0,1592.0,7283.0,1448.5,1991.5,1742.0,1879.5,6115.0,12483.0,2371.5,1734.5,2395.5,2745.5,1665.5,4794.5,3765.5,2025.5,11415.5,1462.0,1792.0,7646.0,4051.0,6298.0,2148.0,3196.5,6103.5,3650.0,2394.5,1563.5,1929.5,2790.0,6951.0,2232.5,11424.0,7731.0,8973.0,3087.5,4329.0,4739.5,1727.0,1661.5,5869.5,2355.0,1505.5,4624.0,3091.5,3742.5,2436.0,5009.5,15451.0,6272.5,10277.0,6825.5,2447.0,5893.5,7114.5,1440.5,2350.0,7332.0,1762.5,2516.0,6692.5,7797.0,10431.5,2005.5,5765.0,8907.5,2753.0,2260.0,1750.0,12166.0,1874.5,3622.5,4269.5,2327.5,2549.5,5345.0,1823.0,9974.5,13885.5,13021.0,1728.5,22863.5,2088.0,11295.5,7149.0,1820.0,2782.0,3416.0,2874.5,6108.0,3683.5,2202.0,1801.0,1965.5,8087.5,10600.0,3179.0,1774.0,11939.5,6257.5,3336.0,2003.0,5739.0,1570.0,1383.0,1235.0,8739.0,7347.5,5625.5,5670.5,3479.0,9994.0,11708.5,8839.0,11126.0,7225.5,7828.5,1790.0,8167.5,6328.5,3284.5,6735.0,1756.0,2037.0,5499.0,1575.5,3556.0,6118.5,2506.0,5859.0,1908.5,6625.5,2332.5,2233.0,3702.0,1871.0,10292.0,2482.5,1748.0,1975.0,2266.0,2044.5,2610.5,1347.5,6319.0,5918.5,2247.0,11260.5,1800.0,6860.0,5956.0,6973.0,1956.5,6009.0,6618.0,5273.0,1769.0,1910.0,6528.0,6628.5,1504.5,1720.0,1275.0,6742.0,7007.5,10663.0,1102.0,7230.0,2054.0,5675.0,1861.0,5641.5,4980.5,5313.5,6385.5,9691.5,2278.5,4376.5,2310.5,3571.5,6306.5,4341.0,5496.5,6096.5,6988.5,1658.0,6852.5,7895.0,2139.0,5218.5,2903.0,3877.5,2778.0,2391.0,10809.5,9140.5,1994.5,1832.0,6875.0,5214.0,1387.5,1730.5,1858.0,4545.5,1136.5,6203.0,2200.0,8531.5,1500.5,1625.5,0.0,2091.0,3102.0,1430.5,2310.0,5148.0,1574.5,3767.5,13907.0,5036.0,1657.0,3207.0,6461.5,4131.0,1153.5,1827.5,6962.0,2265.5,1496.0,1277.0,3029.5,5948.5,2668.0,1290.5,6019.0,3139.0,2300.0,6408.0,2642.5,9810.0,1464.0,5002.0,3694.5,1722.0,1920.0,4210.0,1131.0,1217.5,4948.0
HG03709,8665.0,3161.0,6737.5,3086.0,3404.5,1684.5,1179.0,6200.0,11304.5,1601.0,1875.0,3499.5,3131.0,1951.0,5190.0,3632.5,1362.0,12606.5,1653.5,1315.5,7857.5,4084.5,5985.5,1435.5,3466.5,5708.5,3375.5,1583.5,1631.0,2360.0,3754.0,6456.5,1893.0,10683.5,1777.0,8469.0,3060.0,3839.0,4888.5,1901.5,1812.5,6073.5,1479.5,1387.5,5521.0,2906.0,4019.5,2501.0,5348.0,15355.0,7213.0,9247.0,6993.0,1544.5,3832.5,7540.5,1779.5,1496.5,5547.0,1347.0,1573.5,3784.5,6775.0,10452.0,808.5,5368.5,8206.0,2346.5,2135.5,1985.0,3356.5,2689.5,2236.5,5397.5,1491.0,2830.5,3900.0,1863.5,9267.5,14329.0,10417.5,1695.0,22276.0,1102.0,13164.0,5855.0,2806.0,1364.0,3980.0,1832.0,6511.0,3953.0,1201.0,1540.0,1685.5,6829.5,10036.5,3310.5,2142.0,12137.5,6005.0,4275.5,1277.0,5531.5,1634.0,1690.5,1682.0,10702.5,4775.0,6598.0,5324.0,3044.0,10620.5,11513.0,8924.5,11392.0,8113.0,8280.0,1521.5,6376.0,6220.0,1998.0,5508.0,2140.5,1057.0,6010.0,1918.5,4508.5,6211.5,3267.0,6706.0,1611.5,7177.0,1639.5,5767.0,5527.5,2579.5,10793.5,3144.0,1536.0,2346.0,891.5,2774.0,2287.0,2132.0,5735.5,7538.0,2002.5,11452.0,1922.0,5934.5,5444.5,6253.5,1655.5,4965.0,6749.0,4272.0,1629.0,490.5,6589.0,5717.5,1421.0,1349.0,1739.0,5748.0,5949.5,11355.0,1802.5,5907.5,1002.0,6294.5,1435.0,5691.5,3353.5,4880.5,6120.5,9246.0,758.0,5149.0,1657.5,3395.0,6595.5,1474.5,5389.0,5800.0,8382.0,1682.0,3817.5,7910.0,1574.0,6208.5,1443.0,3445.5,1832.5,1939.5,11531.5,4859.5,2494.0,2167.5,6394.0,4623.5,1135.0,1524.0,1149.5,4298.0,2405.0,6031.0,2296.0,6296.5,1430.0,1886.5,2091.0,0.0,2647.5,1705.5,2127.5,5480.5,1728.5,1897.5,12538.5,4654.5,1574.0,3560.0,5914.5,3393.0,1412.5,3125.5,6396.0,1325.5,1925.5,2170.0,1402.5,2428.5,1584.0,1924.5,5319.0,2525.0,1074.5,6034.0,1891.5,8803.5,2155.0,5467.0,3406.0,1652.5,1173.0,5383.5,3557.5,1837.5,5273.5
